TIPO DE SUCURSAL,NOMBRE DEL PRODUCTO,CLAVE DEL PRODUCTO,CATEGORIA (LINEA) DE PRODUCTO,UNIDAD DE MEDIDA (UNIDAD DE VENTA),¿SE VENDE EN EL PUNTO DE VENTA?,CODIGO DE BARRAS,DESCRIPCION LARGA,Peso ,Volumen ,DIAS PARA ENTREGARLO AL CLIENTE,METODO DE ABASTECIMIENTO,Seguimiento (Sin seguimiento/Lote/Serie,FECHA DE CADUCIDAD,DIAS ANTES DE CADUCAR,Días a Consumir preferentemente,Días para quitar el producto,Tipo ,Clave SAT ,Clave unidad SAT,DIAS DE GARANTIA,% COMISION VENDEDOR,% COMISION PARA REFERIDOS,Stock Optimo DE ESTE TIPO DE SUCURSAL,Punto de reorden DE ESTE TIPO DE SUCURSAL,Multiple de re-orden DE ESTE TIPO DE SUCURSAL,Precio del producto en este tipo de surcursal,Unidad de COMPRA,Costo promedio ,¿ Cuántos puntos abonan la compra de este producto/ servicio?,¿ Cuanto cuesta el producto en puntos?,TASA IVA,TASA IEPS,Almacen donde se ingresa automaticamente,Nombre del laboratorio,Nombre de la sustancia activa,NUMERO DE REGISTRO DE SENASICA,DEPARTAMENTO  ,TIPO DE CONTROL ,MARCA
,HUESO GRANDE BRONX LINEAS,BH01CSAB,MYFAM,UNIDAD,Si,,HUESO GRANDE BRONX LINEAS,0.000,0.000,,,Sin seguimiento,No,0,0,0,Almacenable,10111302,H87,7,,0.05,,,,329.310300,UNIDAD,0.000000,,,16,,,MY FAMILY TAGS OF LOVE,,,ACCESORIOS,SIN CONTROL,MY FAMILY TAGS OF LOVE
,HUESO GRANDE BRONX LLANTA,BH01CPNB,MYFAM,UNIDAD,Si,8051938212692,HUESO GRANDE BRONX LLANTA,0.000,0.000,,,Sin seguimiento,No,0,0,0,Almacenable,10111302,H87,7,,0.05,,,,329.310300,UNIDAD,44.460000,,,16,,,MY FAMILY TAGS OF LOVE,,,ACCESORIOS,SIN CONTROL,MY FAMILY TAGS OF LOVE
,HUESO GRANDE BRONX PUNTOS,BH01CROB,MYFAM,UNIDAD,Si,,HUESO GRANDE BRONX PUNTOS,0.000,0.000,,,Sin seguimiento,No,0,0,0,Almacenable,10111302,H87,7,,0.05,,,,329.310300,UNIDAD,0.000000,,,16,,,MY FAMILY TAGS OF LOVE,,,ACCESORIOS,SIN CONTROL,MY FAMILY TAGS OF LOVE
,HUESO GRANDE BRONX ROMBOS,BH01CPEB,MYFAM,UNIDAD,Si,8055960252046,HUESO GRANDE BRONX ROMBOS,0.000,0.000,,,Sin seguimiento,No,0,0,0,Almacenable,10111302,H87,7,,0.05,,,,329.310300,UNIDAD,127.867331,,,16,,,MY FAMILY TAGS OF LOVE,,,ACCESORIOS,SIN CONTROL,MY FAMILY TAGS OF LOVE
,HUESO GRANDE CROMADO,MFB06,MYFAM,UNIDAD,Si,8055960251612,HUESO GRANDE CROMADO,0.000,0.000,,,Sin seguimiento,No,0,0,0,Almacenable,10111302,H87,7,,0.05,,,,312.069000,UNIDAD,52.822500,,,16,,,MY FAMILY TAGS OF LOVE,,,ACCESORIOS,SIN CONTROL,MY FAMILY TAGS OF LOVE
,HUESO GRANDE DE ALUMINIO AZUL,MFB08,MYFAM,UNIDAD,Si,8055960251636,HUESO GRANDE DE ALUMINIO AZUL,0.000,0.000,,,Sin seguimiento,No,0,0,0,Almacenable,10111302,H87,7,,0.05,,,,176.724100,UNIDAD,43.047959,,,16,,,MY FAMILY TAGS OF LOVE,,,ACCESORIOS,SIN CONTROL,MY FAMILY TAGS OF LOVE
,HUESO GRANDE DE ALUMINIO AZUL CLARO,MFB45,MYFAM,UNIDAD,Si,8055960258246,HUESO GRANDE DE ALUMINIO AZUL CLARO,0.000,0.000,,,Sin seguimiento,No,0,0,0,Almacenable,10111302,H87,7,,0.05,,,,176.724100,UNIDAD,40.805087,,,16,,,MY FAMILY TAGS OF LOVE,,,ACCESORIOS,SIN CONTROL,MY FAMILY TAGS OF LOVE
,HUESO GRANDE DE ALUMINIO MORADO,MFB46,MYFAM,UNIDAD,Si,8055960258253,HUESO GRANDE DE ALUMINIO MORADO,0.000,0.000,,,Sin seguimiento,No,0,0,0,Almacenable,10111302,H87,7,,0.05,,,,176.724100,UNIDAD,39.860734,,,16,,,MY FAMILY TAGS OF LOVE,,,ACCESORIOS,SIN CONTROL,MY FAMILY TAGS OF LOVE
,HUESO GRANDE DE ALUMINIO NEGRO,MFB32,MYFAM,UNIDAD,Si,8055960254248,HUESO GRANDE DE ALUMINIO NEGRO,0.000,0.000,,,Sin seguimiento,No,0,0,0,Almacenable,10111302,H87,7,,0.05,,,,176.724100,UNIDAD,41.174810,,,16,,,MY FAMILY TAGS OF LOVE,,,ACCESORIOS,SIN CONTROL,MY FAMILY TAGS OF LOVE
,HUESO GRANDE DE ALUMINIO ROJO,MFB10,MYFAM,UNIDAD,Si,8055960251650,HUESO GRANDE DE ALUMINIO ROJO,0.000,0.000,,,Sin seguimiento,No,0,0,0,Almacenable,10111302,H87,7,,0.05,,,,176.724100,UNIDAD,42.524055,,,16,,,MY FAMILY TAGS OF LOVE,,,ACCESORIOS,SIN CONTROL,MY FAMILY TAGS OF LOVE
,HUESO GRANDE DE ALUMINIO ROSA,MFB09,MYFAM,UNIDAD,Si,8055960251643,HUESO GRANDE DE ALUMINIO ROSA,0.000,0.000,,,Sin seguimiento,No,0,0,0,Almacenable,10111302,H87,7,,0.05,,,,176.724100,UNIDAD,40.882828,,,16,,,MY FAMILY TAGS OF LOVE,,,ACCESORIOS,SIN CONTROL,MY FAMILY TAGS OF LOVE
,HUESO GRANDE DE ALUMINIO VERDE,MFB38,MYFAM,UNIDAD,Si,8055960254309,HUESO GRANDE DE ALUMINIO VERDE,0.000,0.000,,,Sin seguimiento,No,0,0,0,Almacenable,10111302,H87,7,,0.05,,,,176.724100,UNIDAD,42.449447,,,16,,,MY FAMILY TAGS OF LOVE,,,ACCESORIOS,SIN CONTROL,MY FAMILY TAGS OF LOVE
,HUESO GRANDE DORADO,MFB07,MYFAM,UNIDAD,Si,8055960251629,HUESO GRANDE DORADO,0.000,0.000,,,Sin seguimiento,No,0,0,0,Almacenable,10111302,H87,7,,0.05,,,,312.069000,UNIDAD,68.586000,,,16,,,MY FAMILY TAGS OF LOVE,,,ACCESORIOS,SIN CONTROL,MY FAMILY TAGS OF LOVE
,HUESO GRANDE GLITTER GRIS,GL01BIGREY,MYFAM,UNIDAD,Si,8058773273727,HUESO GRANDE GLITTER GRIS,0.000,0.000,,,Sin seguimiento,No,0,0,0,Almacenable,10111302,H87,7,,0.05,,,,312.069000,UNIDAD,133.750000,,,16,,,MY FAMILY TAGS OF LOVE,,,ACCESORIOS,SIN CONTROL,MY FAMILY TAGS OF LOVE
,HUESO GRANDE GLITTER NEGRO,GL01BIGBLACK,MYFAM,UNIDAD,Si,8058773273697,HUESO GRANDE GLITTER NEGRO,0.000,0.000,,,Sin seguimiento,No,0,0,0,Almacenable,10111302,H87,7,,0.05,,,,312.069000,UNIDAD,133.750000,,,16,,,MY FAMILY TAGS OF LOVE,,,ACCESORIOS,SIN CONTROL,MY FAMILY TAGS OF LOVE
,HUESO GRANDE GLITTER ORO,GL01BIGOLD,MYFAM,UNIDAD,Si,8058773273703,HUESO GRANDE GLITTER ORO,0.000,0.000,,,Sin seguimiento,No,0,0,0,Almacenable,10111302,H87,7,,0.05,,,,312.069000,UNIDAD,138.616667,,,16,,,MY FAMILY TAGS OF LOVE,,,ACCESORIOS,SIN CONTROL,MY FAMILY TAGS OF LOVE
,HUESO GRANDE GLITTER ROSA,GL01BIGPINK,MYFAM,UNIDAD,Si,8051938218229,HUESO GRANDE GLITTER ROSA,0.000,0.000,,,Sin seguimiento,No,0,0,0,Almacenable,10111302,H87,7,,0.05,,,,312.069000,UNIDAD,110.160000,,,16,,,MY FAMILY TAGS OF LOVE,,,ACCESORIOS,SIN CONTROL,MY FAMILY TAGS OF LOVE
,HUESO GRANDE MORADO CLASSIC,MF42BIGPURPLE,MYFAM,UNIDAD,Si,,HUESO GRANDE MORADO CLASSIC,0.000,0.000,,,Sin seguimiento,No,0,0,0,Almacenable,10111302,H87,7,,0.05,,,,312.069000,UNIDAD,0.000000,,,16,,,MY FAMILY TAGS OF LOVE,,,ACCESORIOS,SIN CONTROL,MY FAMILY TAGS OF LOVE
,HUESO GRANDE NEGRO,MF42BIGBLACK,MYFAM,UNIDAD,Si,,HUESO GRANDE NEGRO,0.000,0.000,,,Sin seguimiento,No,0,0,0,Almacenable,10111302,H87,7,,0.05,,,,312.069000,UNIDAD,0.000000,,,16,,,MY FAMILY TAGS OF LOVE,,,ACCESORIOS,SIN CONTROL,MY FAMILY TAGS OF LOVE
,HUESO GRANDE ROJO BASIC HM,BH05,MYFAM,UNIDAD,Si,8055960257713,HUESO GRANDE ROJO BASIC HM,0.000,0.000,,,Sin seguimiento,No,0,0,0,Almacenable,10111302,H87,7,,0.05,,,,312.069000,UNIDAD,109.830000,,,16,,,MY FAMILY TAGS OF LOVE,,,ACCESORIOS,SIN CONTROL,MY FAMILY TAGS OF LOVE
,HUESO GRANDE ROJO CLASSIC,MF42BIGRED,MYFAM,UNIDAD,Si,,HUESO GRANDE ROJO CLASSIC,0.000,0.000,,,Sin seguimiento,No,0,0,0,Almacenable,10111302,H87,7,,0.05,,,,312.069000,UNIDAD,0.000000,,,16,,,MY FAMILY TAGS OF LOVE,,,ACCESORIOS,SIN CONTROL,MY FAMILY TAGS OF LOVE
,HUESO GRANDE ROSA BASIC HM,BH01,MYFAM,UNIDAD,Si,,HUESO GRANDE ROSA BASIC HM,0.000,0.000,,,Sin seguimiento,No,0,0,0,Almacenable,10111302,H87,7,,0.05,,,,312.069000,UNIDAD,0.000000,,,16,,,MY FAMILY TAGS OF LOVE,,,ACCESORIOS,SIN CONTROL,MY FAMILY TAGS OF LOVE
,HUESO GRANDE ROSA CLASSIC,MF42BIGPINK,MYFAM,UNIDAD,Si,,HUESO GRANDE ROSA CLASSIC,0.000,0.000,,,Sin seguimiento,No,0,0,0,Almacenable,10111302,H87,7,,0.05,,,,312.069000,UNIDAD,0.000000,,,16,,,MY FAMILY TAGS OF LOVE,,,ACCESORIOS,SIN CONTROL,MY FAMILY TAGS OF LOVE
,HUESO GRANDE SWAROVSKY AZUL,BH03GM,MYFAM,UNIDAD,Si,,HUESO GRANDE SWAROVSKY AZUL,0.000,0.000,,,Sin seguimiento,No,0,0,0,Almacenable,10111302,H87,7,,0.05,,,,577.586200,UNIDAD,0.000000,,,16,,,MY FAMILY TAGS OF LOVE,,,ACCESORIOS,SIN CONTROL,MY FAMILY TAGS OF LOVE
,HUESO GRANDE SWAROVSKY BLANCO,BH02GM,MYFAM,UNIDAD,Si,,HUESO GRANDE SWAROVSKY BLANCO,0.000,0.000,,,Sin seguimiento,No,0,0,0,Almacenable,10111302,H87,7,,0.05,,,,577.586200,UNIDAD,0.000000,,,16,,,MY FAMILY TAGS OF LOVE,,,ACCESORIOS,SIN CONTROL,MY FAMILY TAGS OF LOVE
,HUESO GRANDE SWAROVSKY NEGRO,BH05GM,MYFAM,UNIDAD,Si,8055960251278,HUESO GRANDE SWAROVSKY NEGRO,0.000,0.000,,,Sin seguimiento,No,0,0,0,Almacenable,10111302,H87,7,,0.05,,,,577.586200,UNIDAD,295.250000,,,16,,,MY FAMILY TAGS OF LOVE,,,ACCESORIOS,SIN CONTROL,MY FAMILY TAGS OF LOVE
,HUESO GRANDE SWAROVSKY ROSA,BH01GM,MYFAM,UNIDAD,Si,,HUESO GRANDE SWAROVSKY ROSA,0.000,0.000,,,Sin seguimiento,No,0,0,0,Almacenable,10111302,H87,7,,0.05,,,,577.586200,UNIDAD,0.000000,,,16,,,MY FAMILY TAGS OF LOVE,,,ACCESORIOS,SIN CONTROL,MY FAMILY TAGS OF LOVE
,HUESO GRANDE VERDE BASIC HM,BH04,MYFAM,UNIDAD,Si,,HUESO GRANDE VERDE BASIC HM,0.000,0.000,,,Sin seguimiento,No,0,0,0,Almacenable,10111302,H87,7,,0.05,,,,312.069000,UNIDAD,0.000000,,,16,,,MY FAMILY TAGS OF LOVE,,,ACCESORIOS,SIN CONTROL,MY FAMILY TAGS OF LOVE
,"HUESO L BRONX BOSS PLATA ANTIGUA
",BH01CBOSS,MYFAM,UNIDAD,Si,8051938214382,"HUESO L BRONX BOSS PLATA ANTIGUA
",0.000,0.000,,,Sin seguimiento,No,0,0,0,Almacenable,10111302,H87,7,,0.05,,,,329.310345,UNIDAD,44.460000,,,16,,,,,,ACCESORIOS,SIN CONTROL,
,"HUESO L BRONX KING LATON INGLES
",BH01CKE,MYFAM,UNIDAD,Si,8051938214528,"HUESO L BRONX KING LATON INGLES
",0.000,0.000,,,Sin seguimiento,No,0,0,0,Almacenable,10111302,H87,7,,0.05,,,,329.310300,UNIDAD,44.460000,,,16,,,,,,ACCESORIOS,SIN CONTROL,
,"HUESO L BRONX KING PLATA ANTIGUA
",BH01CK,MYFAM,UNIDAD,Si,8051938214429,"HUESO L BRONX KING PLATA ANTIGUA
",0.000,0.000,,,Sin seguimiento,No,0,0,0,Almacenable,10111302,H87,7,,0.05,,,,329.310300,UNIDAD,82.412331,,,16,,,,,,ACCESORIOS,SIN CONTROL,
,"HUESO L BRONX QUEEN LATON INGLES
",BH01CQE,MYFAM,UNIDAD,Si,,"HUESO L BRONX QUEEN LATON INGLES
",0.000,0.000,,,Sin seguimiento,No,0,0,0,Almacenable,10111302,H87,7,,0.05,,,,329.310345,UNIDAD,44.460000,,,16,,,,,,ACCESORIOS,SIN CONTROL,
,"HUEVO FOOD
",CHEGG,MYFAM,UNIDAD,Si,8051938216669,"HUEVO FOOD
",0.000,0.000,,,Sin seguimiento,No,0,0,0,Almacenable,10111302,H87,7,,0.05,,,,329.310345,UNIDAD,0.010000,,,16,,,,,,ACCESORIOS,SIN CONTROL,
,I Love Dad TE AMO PAPA,CH17LOVEDAD,MYFAM,UNIDAD,Si,8055960259533,I Love Dad TE AMO PAPA,0.000,0.000,,,Sin seguimiento,No,0,0,0,Almacenable,10111302,H87,7,,0.05,,,,329.310300,UNIDAD,75.206667,,,16,,,MY FAMILY TAGS OF LOVE,,,ACCESORIOS,SIN CONTROL,MY FAMILY TAGS OF LOVE
,I love food AMO COMER,CH17LOVEFOOD,MYFAM,UNIDAD,Si,8055960259540,I love food AMO COMER,0.000,0.000,,,Sin seguimiento,No,0,0,0,Almacenable,10111302,H87,7,,0.05,,,,329.310300,UNIDAD,105.953333,,,16,,,MY FAMILY TAGS OF LOVE,,,ACCESORIOS,SIN CONTROL,MY FAMILY TAGS OF LOVE
,I Love Mom TE AMO MAMA,CH17LOVEMOM,MYFAM,UNIDAD,Si,8055960259557,I Love Mom TE AMO MAMA,0.000,0.000,,,Sin seguimiento,No,0,0,0,Almacenable,10111302,H87,7,,0.05,,,,329.310300,UNIDAD,44.460000,,,16,,,MY FAMILY TAGS OF LOVE,,,ACCESORIOS,SIN CONTROL,MY FAMILY TAGS OF LOVE
,I love you TE AMO,CH17LOVEYOU,MYFAM,UNIDAD,Si,8055960259571,I love you TE AMO,0.000,0.000,,,Sin seguimiento,No,0,0,0,Almacenable,10111302,H87,7,,0.05,,,,329.310300,UNIDAD,90.580000,,,16,,,MY FAMILY TAGS OF LOVE,,,ACCESORIOS,SIN CONTROL,MY FAMILY TAGS OF LOVE
,IRISH SETTER,MF28NIRISH,MYFAM,UNIDAD,Si,,IRISH SETTER,0.000,0.000,,,Sin seguimiento,No,0,0,0,Almacenable,10111302,H87,7,,0.05,,,,329.310300,UNIDAD,0.000000,,,16,,,MY FAMILY TAGS OF LOVE,,,ACCESORIOS,SIN CONTROL,MY FAMILY TAGS OF LOVE
,ITALIAN POINTER,MF45,MYFAM,UNIDAD,Si,,ITALIAN POINTER,0.000,0.000,,,Sin seguimiento,No,0,0,0,Almacenable,10111302,H87,7,,0.05,,,,329.310300,UNIDAD,0.000000,,,16,,,MY FAMILY TAGS OF LOVE,,,ACCESORIOS,SIN CONTROL,MY FAMILY TAGS OF LOVE
,ITALIAN SPINONE,MF54N,MYFAM,UNIDAD,Si,,ITALIAN SPINONE,0.000,0.000,,,Sin seguimiento,No,0,0,0,Almacenable,10111302,H87,7,,0.05,,,,329.310300,UNIDAD,0.000000,,,16,,,MY FAMILY TAGS OF LOVE,,,ACCESORIOS,SIN CONTROL,MY FAMILY TAGS OF LOVE
,JACK RUSSEL BROKEN,MF100,MYFAM,UNIDAD,Si,,JACK RUSSEL BROKEN,0.000,0.000,,,Sin seguimiento,No,0,0,0,Almacenable,10111302,H87,7,,0.05,,,,329.310300,UNIDAD,0.000000,,,16,,,MY FAMILY TAGS OF LOVE,,,ACCESORIOS,SIN CONTROL,MY FAMILY TAGS OF LOVE
,JACK RUSSELL BLANCO Y NEGRO,MF25BLACK,MYFAM,UNIDAD,Si,,JACK RUSSELL BLANCO Y NEGRO,0.000,0.000,,,Sin seguimiento,No,0,0,0,Almacenable,10111302,H87,7,,0.05,,,,329.310300,UNIDAD,133.343500,,,16,,,MY FAMILY TAGS OF LOVE,,,ACCESORIOS,SIN CONTROL,MY FAMILY TAGS OF LOVE
,KEEPFOOD,CH17KEEPFOOD,MYFAM,UNIDAD,Si,,KEEPFOOD,0.000,0.000,,,Sin seguimiento,No,0,0,0,Almacenable,10111302,H87,7,,0.05,,,,329.310300,UNIDAD,0.000000,,,16,,,MY FAMILY TAGS OF LOVE,,,ACCESORIOS,SIN CONTROL,MY FAMILY TAGS OF LOVE
,KEEPOUT,CH17KEEPOUT,MYFAM,UNIDAD,Si,,KEEPOUT,0.000,0.000,,,Sin seguimiento,No,0,0,0,Almacenable,10111302,H87,7,,0.05,,,,329.310300,UNIDAD,0.000000,,,16,,,MY FAMILY TAGS OF LOVE,,,ACCESORIOS,SIN CONTROL,MY FAMILY TAGS OF LOVE
,KEY RING,MF43,MYFAM,UNIDAD,Si,8055960257300,KEY RING,0.000,0.000,,,Sin seguimiento,No,0,0,0,Almacenable,10111302,H87,7,,0.05,,,,141.379300,UNIDAD,42.520000,,,16,,,MY FAMILY TAGS OF LOVE,,,ACCESORIOS,SIN CONTROL,MY FAMILY TAGS OF LOVE
,KEY RING NUEVO MODELO,MF43N3,MYFAM,UNIDAD,Si,8058773279187,KEY RING NUEVO MODELO,0.000,0.000,,,Sin seguimiento,No,0,0,0,Almacenable,10111302,H87,7,,0.05,,,,141.379300,UNIDAD,57.360000,,,16,,,MY FAMILY TAGS OF LOVE,,,ACCESORIOS,SIN CONTROL,MY FAMILY TAGS OF LOVE
,KING,CH17KING,MYFAM,UNIDAD,Si,8055960259526,KING,0.000,0.000,,,Sin seguimiento,No,0,0,0,Almacenable,10111302,H87,7,,0.05,,,,329.310300,UNIDAD,44.460000,,,16,,,MY FAMILY TAGS OF LOVE,,,ACCESORIOS,SIN CONTROL,MY FAMILY TAGS OF LOVE
,"KING MEDIUM
",CH17MKING,MYFAM,UNIDAD,Si,8058773278661,"KING MEDIUM
",0.000,0.000,,,Sin seguimiento,No,0,0,0,Almacenable,10111302,H87,7,,0.05,,,,329.310345,UNIDAD,127.550000,,,16,,,,,,ACCESORIOS,SIN CONTROL,
,KOALA,Z010,MYFAM,UNIDAD,Si,8058773275226,KOALA,0.000,0.000,,,Sin seguimiento,No,0,0,0,Almacenable,10111302,H87,7,,0.05,,,,329.310300,UNIDAD,139.360000,,,16,,,MY FAMILY TAGS OF LOVE,,,ACCESORIOS,SIN CONTROL,MY FAMILY TAGS OF LOVE
,KOMONDOR,MF90KOM,MYFAM,UNIDAD,Si,,KOMONDOR,0.000,0.000,,,Sin seguimiento,No,0,0,0,Almacenable,10111302,H87,7,,0.05,,,,329.310300,UNIDAD,0.000000,,,16,,,MY FAMILY TAGS OF LOVE,,,ACCESORIOS,SIN CONTROL,MY FAMILY TAGS OF LOVE
,LABRADOR CHOCOLATE,MF31CHOCOLATE,MYFAM,UNIDAD,Si,,LABRADOR CHOCOLATE,0.000,0.000,,,Sin seguimiento,No,0,0,0,Almacenable,10111302,H87,7,,0.05,,,,329.310300,UNIDAD,146.330000,,,16,,,MY FAMILY TAGS OF LOVE,,,ACCESORIOS,SIN CONTROL,MY FAMILY TAGS OF LOVE
,LABRADOR NEGRO,MF31BLACK,MYFAM,UNIDAD,Si,,LABRADOR NEGRO,0.000,0.000,,,Sin seguimiento,No,0,0,0,Almacenable,10111302,H87,7,,0.05,,,,329.310300,UNIDAD,146.150000,,,16,,,MY FAMILY TAGS OF LOVE,,,ACCESORIOS,SIN CONTROL,MY FAMILY TAGS OF LOVE
,LAKELAND TERRIER,MF65LAKE,MYFAM,UNIDAD,Si,,LAKELAND TERRIER,0.000,0.000,,,Sin seguimiento,No,0,0,0,Almacenable,10111302,H87,7,,0.05,,,,329.310300,UNIDAD,0.000000,,,16,,,MY FAMILY TAGS OF LOVE,,,ACCESORIOS,SIN CONTROL,MY FAMILY TAGS OF LOVE
,LEONBERGER,MF93,MYFAM,UNIDAD,Si,,LEONBERGER,0.000,0.000,,,Sin seguimiento,No,0,0,0,Almacenable,10111302,H87,7,,0.05,,,,329.310300,UNIDAD,0.000000,,,16,,,MY FAMILY TAGS OF LOVE,,,ACCESORIOS,SIN CONTROL,MY FAMILY TAGS OF LOVE
,LHASA APSO,MF74,MYFAM,UNIDAD,Si,8055960254651,LHASA APSO,0.000,0.000,,,Sin seguimiento,No,0,0,0,Almacenable,10111302,H87,7,,0.05,,,,329.310300,UNIDAD,44.460000,,,16,,,MY FAMILY TAGS OF LOVE,,,ACCESORIOS,SIN CONTROL,MY FAMILY TAGS OF LOVE
,LIGHT BLUE XL ALUMINUM BONE,MFXL07,MYFAM,UNIDAD,Si,8058773272447,LIGHT BLUE XL ALUMINUM BONE,0.000,0.000,,,Sin seguimiento,No,0,0,0,Almacenable,10111302,H87,7,,0.05,,,,270.689700,UNIDAD,47.907000,,,16,,,MY FAMILY TAGS OF LOVE,,,ACCESORIOS,SIN CONTROL,MY FAMILY TAGS OF LOVE
,LION,Z01,MYFAM,UNIDAD,Si,8058773275134,LION,0.000,0.000,,,Sin seguimiento,No,0,0,0,Almacenable,10111302,H87,7,,0.05,,,,329.310300,UNIDAD,139.360000,,,16,,,MY FAMILY TAGS OF LOVE,,,ACCESORIOS,SIN CONTROL,MY FAMILY TAGS OF LOVE
,LIVER AND WHITE  SPRINGER SPANIEL,MF87WHITEBROWN,MYFAM,UNIDAD,Si,,LIVER AND WHITE  SPRINGER SPANIEL,0.000,0.000,,,Sin seguimiento,No,0,0,0,Almacenable,10111302,H87,7,,0.05,,,,329.310300,UNIDAD,0.000000,,,16,,,MY FAMILY TAGS OF LOVE,,,ACCESORIOS,SIN CONTROL,MY FAMILY TAGS OF LOVE
,LLAVE MAGNETICA P/CANDADO/SEG,KEYMAG3,MYFAM,UNIDAD,Si,,LLAVE MAGNETICA P/CANDADO/SEG,0.000,0.000,,,Sin seguimiento,No,0,0,0,Almacenable,10111302,H87,7,,0.05,,,,43.103400,UNIDAD,242.360000,,,16,,,MY FAMILY TAGS OF LOVE,,,ACCESORIOS,SIN CONTROL,MY FAMILY TAGS OF LOVE
,MALTESE,MF33,MYFAM,UNIDAD,Si,,MALTESE,0.000,0.000,,,Sin seguimiento,No,0,0,0,Almacenable,10111302,H87,7,,0.05,,,,329.310300,UNIDAD,120.357000,,,16,,,MY FAMILY TAGS OF LOVE,,,ACCESORIOS,SIN CONTROL,MY FAMILY TAGS OF LOVE
,MAREMMA SHEEPDOG,MF60,MYFAM,UNIDAD,Si,,MAREMMA SHEEPDOG,0.000,0.000,,,Sin seguimiento,No,0,0,0,Almacenable,10111302,H87,7,,0.05,,,,329.310300,UNIDAD,0.000000,,,16,,,MY FAMILY TAGS OF LOVE,,,ACCESORIOS,SIN CONTROL,MY FAMILY TAGS OF LOVE
,MILITARY SMALL BIG CHROME,MFB44,MYFAM,UNIDAD,Si,8055960255474,MILITARY SMALL BIG CHROME,0.000,0.000,,,Sin seguimiento,No,0,0,0,Almacenable,10111302,H87,7,,0.05,,,,270.689700,UNIDAD,44.460000,,,16,,,MY FAMILY TAGS OF LOVE,,,ACCESORIOS,SIN CONTROL,MY FAMILY TAGS OF LOVE
,MILITARY TAG BIG CHROME,MFB43N,MYFAM,UNIDAD,Si,8058773273833,MILITARY TAG BIG CHROME,0.000,0.000,,,Sin seguimiento,No,0,0,0,Almacenable,10111302,H87,7,,0.05,,,,312.069000,UNIDAD,44.460000,,,16,,,MY FAMILY TAGS OF LOVE,,,ACCESORIOS,SIN CONTROL,MY FAMILY TAGS OF LOVE
,MIXED BREED,MF44,MYFAM,UNIDAD,Si,,MIXED BREED,0.000,0.000,,,Sin seguimiento,No,0,0,0,Almacenable,10111302,H87,7,,0.05,,,,329.310300,UNIDAD,0.000000,,,16,,,MY FAMILY TAGS OF LOVE,,,ACCESORIOS,SIN CONTROL,MY FAMILY TAGS OF LOVE
,MOÑO NEGRO,CH08BLACK,MYFAM,UNIDAD,Si,8055960256426,MOÑO NEGRO,0.000,0.000,,,Sin seguimiento,No,0,0,0,Almacenable,10111302,H87,7,,0.05,,,,329.310300,UNIDAD,136.700000,,,16,,,MY FAMILY TAGS OF LOVE,,,ACCESORIOS,SIN CONTROL,MY FAMILY TAGS OF LOVE
,MOÑO ROJO,CH08RED,MYFAM,UNIDAD,Si,8055960256433,MOÑO ROJO,0.000,0.000,,,Sin seguimiento,No,0,0,0,Almacenable,10111302,H87,7,,0.05,,,,329.310300,UNIDAD,135.370000,,,16,,,MY FAMILY TAGS OF LOVE,,,ACCESORIOS,SIN CONTROL,MY FAMILY TAGS OF LOVE
,NEAPOLITAN MASTIFF,MF51,MYFAM,UNIDAD,Si,,NEAPOLITAN MASTIFF,0.000,0.000,,,Sin seguimiento,No,0,0,0,Almacenable,10111302,H87,7,,0.05,,,,329.310300,UNIDAD,0.000000,,,16,,,MY FAMILY TAGS OF LOVE,,,ACCESORIOS,SIN CONTROL,MY FAMILY TAGS OF LOVE
,NEWFOUNDLAND,MF17,MYFAM,UNIDAD,Si,,NEWFOUNDLAND,0.000,0.000,,,Sin seguimiento,No,0,0,0,Almacenable,10111302,H87,7,,0.05,,,,329.310300,UNIDAD,0.000000,,,16,,,MY FAMILY TAGS OF LOVE,,,ACCESORIOS,SIN CONTROL,MY FAMILY TAGS OF LOVE
,OCTOPUS,Z023,MYFAM,UNIDAD,Si,8058773275356,OCTOPUS,0.000,0.000,,,Sin seguimiento,No,0,0,0,Almacenable,10111302,H87,7,,0.05,,,,329.310300,UNIDAD,139.360000,,,16,,,MY FAMILY TAGS OF LOVE,,,ACCESORIOS,SIN CONTROL,MY FAMILY TAGS OF LOVE
,OFF-WHITE ROMAGNA WATER DOG,MF89CREAM,MYFAM,UNIDAD,Si,,OFF-WHITE ROMAGNA WATER DOG,0.000,0.000,,,Sin seguimiento,No,0,0,0,Almacenable,10111302,H87,7,,0.05,,,,329.310300,UNIDAD,0.000000,,,16,,,MY FAMILY TAGS OF LOVE,,,ACCESORIOS,SIN CONTROL,MY FAMILY TAGS OF LOVE
,OLD ENGLISH SHEEPDOG,MF82,MYFAM,UNIDAD,Si,,OLD ENGLISH SHEEPDOG,0.000,0.000,,,Sin seguimiento,No,0,0,0,Almacenable,10111302,H87,7,,0.05,,,,329.310300,UNIDAD,146.220000,,,16,,,MY FAMILY TAGS OF LOVE,,,ACCESORIOS,SIN CONTROL,MY FAMILY TAGS OF LOVE
