Sucursal,Nombre del Producto,Clave de producto,Categoría ( linea) de producto,Precio Base de Venta,Unidad de medida,¿ Se vende en el punto de venta?,Clave de producto SAT,Código de barras,Descripción larga,Peso,Volumen,Días para entregarlo al cliente,método de abastecimiento,Precio promedio de compra,¿ En qué almacen se guarda el producto?,Seguimiento (Sin seguimiento/Lote/Serie,¿ Tiene fecha de caducidad?,Días antes de caducar,Días a Consumir preferentemente,Días para quitar el producto,Tipo ,Stock Optimo,Punto de reorden,Multiple de re-orden,Clave sat,Unidad de sat,1,2,3,4,5
,MIX MODULO 7W LED LUZ CALIDA,ETC-1700-BLA,Estévez,,Pza,Si,,,MIX MODULO 7W LED LUZ CALIDA,,,,lo compramos,$524.30,Estévez,,No,,,,Almacenable,,,,,,,,,,
,MIX MODULO 7W LED LUZ NEUTRA,ETC-0219-BLA,Estévez,,Pza,Si,,,MIX MODULO 7W LED LUZ NEUTRA,,,,lo compramos,$524.30,Estévez,,No,,,,Almacenable,,,,,,,,,,
,MIX MODULO 10.4W LED LUZ CALIDA,ETC-0422-BLA,Estévez,,Pza,Si,,,MIX MODULO 10.4W LED LUZ CALIDA,,,,lo compramos,$755.30,Estévez,,No,,,,Almacenable,,,,,,,,,,
,MIX ACCESORIO PARA LAMPARA GU10,ETC-0366-BLA,Estévez,,Pza,Si,,,MIX ACCESORIO PARA LAMPARA GU10,,,,lo compramos,$76.30,Estévez,,No,,,,Almacenable,,,,,,,,,,
,MIX MARCO REDONDO FIJO,ETC-1900-BLA,Estévez,,Pza,Si,,,MIX MARCO REDONDO FIJO,,,,lo compramos,$55.30,Estévez,,No,,,,Almacenable,,,,,,,,,,
,MIX MARCO REDONDO ORIENTABLE,ETC-1901-BLA,Estévez,,Pza,Si,,,MIX MARCO REDONDO ORIENTABLE,,,,lo compramos,$153.30,Estévez,,No,,,,Almacenable,,,,,,,,,,
,MIX MARCO REDONDO FIJO HIGH IP IP65,ETC-0220-BLA,Estévez,,Pza,Si,,,MIX MARCO REDONDO FIJO HIGH IP IP65,,,,lo compramos,$286.30,Estévez,,No,,,,Almacenable,,,,,,,,,,
,MIX MARCO SURFACE CILINDRICO,ETC-0304-BLA,Estévez,,Pza,Si,,,MIX MARCO SURFACE CILINDRICO,,,,lo compramos,$377.30,Estévez,,No,,,,Almacenable,,,,,,,,,,
,MINI-MIX MODULO LED 3W,19330,Estévez,,Pza,Si,,,MINI-MIX MODULO LED 3W,,,,lo compramos,$48.30,Estévez,,No,,,,Almacenable,,,,,,,,,,
,DORIT IP44 14W LED LUZ CALIDA,ETC-0349-BLA,Estévez,,Pza,Si,,,DORIT IP44 14W LED LUZ CALIDA,,,,lo compramos,$937.30,Estévez,,No,,,,Almacenable,,,,,,,,,,
,DORIT IP44 17.3W LED LUZ CALIDA,ETC-0350-BLA,Estévez,,Pza,Si,,,DORIT IP44 17.3W LED LUZ CALIDA,,,,lo compramos,"$1,252.30",Estévez,,No,,,,Almacenable,,,,,,,,,,
,PILL 3PG 6W LUZ NEUTRA,19181,Estévez,,Pza,Si,,,PILL 3PG 6W LUZ NEUTRA,,,,lo compramos,$146.30,Estévez,,No,,,,Almacenable,,,,,,,,,,
,PILL 5PG 12W LUZ NEUTRA,19182,Estévez,,Pza,Si,,,PILL 5PG 12W LUZ NEUTRA,,,,lo compramos,$174.30,Estévez,,No,,,,Almacenable,,,,,,,,,,
,SNAP 3PG 6W LUZ CALIDA,19164-0-WW,Estévez,,Pza,Si,,,SNAP 3PG 6W LUZ CALIDA,,,,lo compramos,$125.30,Estévez,,No,,,,Almacenable,,,,,,,,,,
,SNAP 3PG 6W LUZ NEUTRA,19164-0-NW,Estévez,,Pza,Si,,,SNAP 3PG 6W LUZ NEUTRA,,,,lo compramos,$125.30,Estévez,,No,,,,Almacenable,,,,,,,,,,
,SNAP 3PG 6W LUZ FRIA,19164-0-CW,Estévez,,Pza,Si,,,SNAP 3PG 6W LUZ FRIA,,,,lo compramos,$125.30,Estévez,,No,,,,Almacenable,,,,,,,,,,
,SNAP 5PG 12W LUZ CALIDA,19165-0-WW,Estévez,,Pza,Si,,,SNAP 5PG 12W LUZ CALIDA,,,,lo compramos,$167.30,Estévez,,No,,,,Almacenable,,,,,,,,,,
,SNAP 5PG 12W LUZ NEUTRA,19165-0-NW,Estévez,,Pza,Si,,,SNAP 5PG 12W LUZ NEUTRA,,,,lo compramos,$167.30,Estévez,,No,,,,Almacenable,,,,,,,,,,
,SNAP 5PG 12W LUZ FRIA,19165-0-CW,Estévez,,Pza,Si,,,SNAP 5PG 12W LUZ FRIA,,,,lo compramos,$167.30,Estévez,,No,,,,Almacenable,,,,,,,,,,
,SNAP 6PG 16W LUZ CALIDA,19166-0-WW,Estévez,,Pza,Si,,,SNAP 6PG 16W LUZ CALIDA,,,,lo compramos,$223.30,Estévez,,No,,,,Almacenable,,,,,,,,,,
,SNAP 6PG 16W LUZ NEUTRA,19166-0-NW,Estévez,,Pza,Si,,,SNAP 6PG 16W LUZ NEUTRA,,,,lo compramos,$223.30,Estévez,,No,,,,Almacenable,,,,,,,,,,
,SNAP 6PG 16W LUZ FRIA,19166-0-CW,Estévez,,Pza,Si,,,SNAP 6PG 16W LUZ FRIA,,,,lo compramos,$223.30,Estévez,,No,,,,Almacenable,,,,,,,,,,
,SNAP 8PG 24W LUZ CALIDA,19167-0-WW,Estévez,,Pza,Si,,,SNAP 8PG 24W LUZ CALIDA,,,,lo compramos,$314.30,Estévez,,No,,,,Almacenable,,,,,,,,,,
,SNAP 8PG 24W LUZ NEUTRA,19167-0-NW,Estévez,,Pza,Si,,,SNAP 8PG 24W LUZ NEUTRA,,,,lo compramos,$314.30,Estévez,,No,,,,Almacenable,,,,,,,,,,
,SNAP 8PG 24W LUZ FRIA,19167-0-CW,Estévez,,Pza,Si,,,SNAP 8PG 24W LUZ FRIA,,,,lo compramos,$314.30,Estévez,,No,,,,Almacenable,,,,,,,,,,
,ECO-LED 3PG 5W LUZ CALIDA,19199-0-WW,Estévez,,Pza,Si,,,ECO-LED 3PG 5W LUZ CALIDA,,,,lo compramos,$55.30,Estévez,,No,,,,Almacenable,,,,,,,,,,
,ECO-LED 3PG 5W LUZ FRIA,19199-0-CW,Estévez,,Pza,Si,,,ECO-LED 3PG 5W LUZ FRIA,,,,lo compramos,$55.30,Estévez,,No,,,,Almacenable,,,,,,,,,,
,ECO-LED 3PG 5W LUZ CALIDA,19199-1-WW,Estévez,,Pza,Si,,,ECO-LED 3PG 5W LUZ CALIDA,,,,lo compramos,$0.00,Estévez,,No,,,,Almacenable,,,,,,,,,,
,ECO-LED 3PG 5W LUZ FRIA,19199-1-CW,Estévez,,Pza,Si,,,ECO-LED 3PG 5W LUZ FRIA,,,,lo compramos,$0.00,Estévez,,No,,,,Almacenable,,,,,,,,,,
,DOWN 3-PG 3W LUZ CALIDA,19194-0-WW,Estévez,,Pza,Si,,,DOWN 3-PG 3W LUZ CALIDA,,,,lo compramos,$76.30,Estévez,,No,,,,Almacenable,,,,,,,,,,
,DOWN 3-PG 3W LUZ FRIA,19194-0-CW,Estévez,,Pza,Si,,,DOWN 3-PG 3W LUZ FRIA,,,,lo compramos,$76.30,Estévez,,No,,,,Almacenable,,,,,,,,,,
,DOWN 5-PG 9W LUZ CALIDA,19195-0-WW,Estévez,,Pza,Si,,,DOWN 5-PG 9W LUZ CALIDA,,,,lo compramos,$160.30,Estévez,,No,,,,Almacenable,,,,,,,,,,
,DOWN 5-PG 9W LUZ FRIA,19195-0-CW,Estévez,,Pza,Si,,,DOWN 5-PG 9W LUZ FRIA,,,,lo compramos,$160.30,Estévez,,No,,,,Almacenable,,,,,,,,,,
,SLIM 3-PG 7W ATENUABLE LED LUZ CALIDA,19159-0-CW,Estévez,,Pza,Si,,,SLIM 3-PG 7W ATENUABLE LED LUZ CALIDA,,,,lo compramos,$0.00,Estévez,,No,,,,Almacenable,,,,,,,,,,
,SLIM 3-PG 7W ATENUABLE LED LUZ FRIA,19159-0-WW,Estévez,,Pza,Si,,,SLIM 3-PG 7W ATENUABLE LED LUZ FRIA,,,,lo compramos,$0.00,Estévez,,No,,,,Almacenable,,,,,,,,,,
,SLIM 3-PG 7W ATENUABLE LED LUZ CALIDA,19159-1-CW,Estévez,,Pza,Si,,,SLIM 3-PG 7W ATENUABLE LED LUZ CALIDA,,,,lo compramos,$0.00,Estévez,,No,,,,Almacenable,,,,,,,,,,
,SLIM 3-PG 7W ATENUABLE LED LUZ FRIA,19159-1-WW,Estévez,,Pza,Si,,,SLIM 3-PG 7W ATENUABLE LED LUZ FRIA,,,,lo compramos,$0.00,Estévez,,No,,,,Almacenable,,,,,,,,,,
,SLIM 5-PG 12W ATENUABLE LED LUZ CALIDA,19158-0-WW,Estévez,,Pza,Si,,,SLIM 5-PG 12W ATENUABLE LED LUZ CALIDA,,,,lo compramos,$188.30,Estévez,,No,,,,Almacenable,,,,,,,,,,
,SLIM 5-PG 12W ATENUABLE LED LUZ FRIA,19158-0-CW,Estévez,,Pza,Si,,,SLIM 5-PG 12W ATENUABLE LED LUZ FRIA,,,,lo compramos,$188.30,Estévez,,No,,,,Almacenable,,,,,,,,,,
,SLIM 5-PG 12W ATENUABLE LED LUZ CALIDA,19158-1-WW,Estévez,,Pza,Si,,,SLIM 5-PG 12W ATENUABLE LED LUZ CALIDA,,,,lo compramos,$160.30,Estévez,,No,,,,Almacenable,,,,,,,,,,
,SLIM 5-PG 12W ATENUABLE LED LUZ FRIA,19158-1-CW,Estévez,,Pza,Si,,,SLIM 5-PG 12W ATENUABLE LED LUZ FRIA,,,,lo compramos,$160.30,Estévez,,No,,,,Almacenable,,,,,,,,,,
,BASIC-LED 3-PG 3W LED LUZ CALIDA,19131-0-WW,Estévez,,Pza,Si,,,BASIC-LED 3-PG 3W LED LUZ CALIDA,,,,lo compramos,$62.30,Estévez,,No,,,,Almacenable,,,,,,,,,,
,BASIC-LED 3-PG 3W LED LUZ FRIA,19131-0-CW,Estévez,,Pza,Si,,,BASIC-LED 3-PG 3W LED LUZ FRIA,,,,lo compramos,$62.30,Estévez,,No,,,,Almacenable,,,,,,,,,,
,BASIC-LED 5-PG 9W LED LUZ CALIDA,19132-0-WW,Estévez,,Pza,Si,,,BASIC-LED 5-PG 9W LED LUZ CALIDA,,,,lo compramos,$104.30,Estévez,,No,,,,Almacenable,,,,,,,,,,
,BASIC-LED 5-PG 9W LED LUZ FRIA,19132-0-CW,Estévez,,Pza,Si,,,BASIC-LED 5-PG 9W LED LUZ FRIA,,,,lo compramos,$104.30,Estévez,,No,,,,Almacenable,,,,,,,,,,
,BASIC-LED-CNW 3-PG 3W LED CON SWITCH CCT,19131-0-CNW,Estévez,,Pza,Si,,,BASIC-LED-CNW 3-PG 3W LED CON SWITCH CCT,,,,lo compramos,$83.30,Estévez,,No,,,,Almacenable,,,,,,,,,,
,BASIC-LED-CNW 5-PG 9W LED CON SWITCH CCT,19132-0-CNW,Estévez,,Pza,Si,,,BASIC-LED-CNW 5-PG 9W LED CON SWITCH CCT,,,,lo compramos,$125.30,Estévez,,No,,,,Almacenable,,,,,,,,,,
,HOTEL-LED 4-PG 7W LED LUZ CALIDA,19186-0-WW,Estévez,,Pza,Si,,,HOTEL-LED 4-PG 7W LED LUZ CALIDA,,,,lo compramos,$111.30,Estévez,,No,,,,Almacenable,,,,,,,,,,
,HOTEL-LED 4-PG 7W LED LUZ FRIA,19186-0-CW,Estévez,,Pza,Si,,,HOTEL-LED 4-PG 7W LED LUZ FRIA,,,,lo compramos,$111.30,Estévez,,No,,,,Almacenable,,,,,,,,,,
,HOTEL-LED 5-PG 12W LED LUZ CALIDA,19187-0-WW,Estévez,,Pza,Si,,,HOTEL-LED 5-PG 12W LED LUZ CALIDA,,,,lo compramos,$160.30,Estévez,,No,,,,Almacenable,,,,,,,,,,
,HOTEL-LED 5-PG 12W LED LUZ FRIA,19187-0-CW,Estévez,,Pza,Si,,,HOTEL-LED 5-PG 12W LED LUZ FRIA,,,,lo compramos,$160.30,Estévez,,No,,,,Almacenable,,,,,,,,,,
,SIMPLY 3-PG 3W LED LUZ CALIDA,19114-0-WW,Estévez,,Pza,Si,,,SIMPLY 3-PG 3W LED LUZ CALIDA,,,,lo compramos,$97.30,Estévez,,No,,,,Almacenable,,,,,,,,,,
,SIMPLY 3-PG 3W LED LUZ FRIA,19114-0-CW,Estévez,,Pza,Si,,,SIMPLY 3-PG 3W LED LUZ FRIA,,,,lo compramos,$97.30,Estévez,,No,,,,Almacenable,,,,,,,,,,
,SIMPLY 5-PG 9W LED LUZ CALIDA,19115-0-WW,Estévez,,Pza,Si,,,SIMPLY 5-PG 9W LED LUZ CALIDA,,,,lo compramos,$188.30,Estévez,,No,,,,Almacenable,,,,,,,,,,
,SIMPLY 5-PG 9W LED LUZ FRIA,19115-0-CW,Estévez,,Pza,Si,,,SIMPLY 5-PG 9W LED LUZ FRIA,,,,lo compramos,$188.30,Estévez,,No,,,,Almacenable,,,,,,,,,,
,DOTS ORIENTABLE 3-PG 3W LED LUZ CALIDA,19136-0-WW,Estévez,,Pza,Si,,,DOTS ORIENTABLE 3-PG 3W LED LUZ CALIDA,,,,lo compramos,$76.30,Estévez,,No,,,,Almacenable,,,,,,,,,,
,DOTS ORIENTABLE 3-PG 3W LED LUZ FRIA,19136-0-CW,Estévez,,Pza,Si,,,DOTS ORIENTABLE 3-PG 3W LED LUZ FRIA,,,,lo compramos,$76.30,Estévez,,No,,,,Almacenable,,,,,,,,,,
,DOTS ORIENTABLE 3-PG 3W LED LUZ CALIDA,19136-1-WW,Estévez,,Pza,Si,,,DOTS ORIENTABLE 3-PG 3W LED LUZ CALIDA,,,,lo compramos,$90.30,Estévez,,No,,,,Almacenable,,,,,,,,,,
,DOTS ORIENTABLE 3-PG 3W LED LUZ FRIA,19136-1-CW,Estévez,,Pza,Si,,,DOTS ORIENTABLE 3-PG 3W LED LUZ FRIA,,,,lo compramos,$90.30,Estévez,,No,,,,Almacenable,,,,,,,,,,
,DOTS ORIENTABLE 5-PG 9W LED LUZ CALIDA,19137-0-WW,Estévez,,Pza,Si,,,DOTS ORIENTABLE 5-PG 9W LED LUZ CALIDA,,,,lo compramos,$118.30,Estévez,,No,,,,Almacenable,,,,,,,,,,
,DOTS ORIENTABLE 5-PG 9W LED LUZ FRIA,19137-0-CW,Estévez,,Pza,Si,,,DOTS ORIENTABLE 5-PG 9W LED LUZ FRIA,,,,lo compramos,$118.30,Estévez,,No,,,,Almacenable,,,,,,,,,,
,DOTS ORIENTABLE 5-PG 9W LED LUZ CALIDA,19137-1-WW,Estévez,,Pza,Si,,,DOTS ORIENTABLE 5-PG 9W LED LUZ CALIDA,,,,lo compramos,$146.30,Estévez,,No,,,,Almacenable,,,,,,,,,,
,DOTS ORIENTABLE 5-PG 9W LED LUZ FRIA,19137-1-CW,Estévez,,Pza,Si,,,DOTS ORIENTABLE 5-PG 9W LED LUZ FRIA,,,,lo compramos,$146.30,Estévez,,No,,,,Almacenable,,,,,,,,,,
,HIDE 4-PG 6.5W LED LUZ CALIDA,ETC-0175-BLA,Estévez,,Pza,Si,,,HIDE 4-PG 6.5W LED LUZ CALIDA,,,,lo compramos,$636.30,Estévez,,No,,,,Almacenable,,,,,,,,,,
,HIDE 4-PG 6.5W LED LUZ NEUTRA,ETC-0215-BLA,Estévez,,Pza,Si,,,HIDE 4-PG 6.5W LED LUZ NEUTRA,,,,lo compramos,$636.30,Estévez,,No,,,,Almacenable,,,,,,,,,,
,HIDE 4-PG 9W LED LUZ CALIDA,ETC-0176-BLA,Estévez,,Pza,Si,,,HIDE 4-PG 9W LED LUZ CALIDA,,,,lo compramos,$741.30,Estévez,,No,,,,Almacenable,,,,,,,,,,
,HIDE 4-PG 9W LED LUZ NEUTRA,ETC-0216-BLA,Estévez,,Pza,Si,,,HIDE 4-PG 9W LED LUZ NEUTRA,,,,lo compramos,$741.30,Estévez,,No,,,,Almacenable,,,,,,,,,,
,COMMERCIAL-LED 7-PG 12W LUZ NEUTRA,19141-0,Estévez,,Pza,Si,,,COMMERCIAL-LED 7-PG 12W LUZ NEUTRA,,,,lo compramos,$202.30,Estévez,,No,,,,Almacenable,,,,,,,,,,
,COMMERCIAL-LED 9-PG 18W LUZ NEUTRA,19142-0,Estévez,,Pza,Si,,,COMMERCIAL-LED 9-PG 18W LUZ NEUTRA,,,,lo compramos,$307.30,Estévez,,No,,,,Almacenable,,,,,,,,,,
,COMMERCIAL-LED 11-PG 24W LUZ NEUTRA,19143-0,Estévez,,Pza,Si,,,COMMERCIAL-LED 11-PG 24W LUZ NEUTRA,,,,lo compramos,$405.30,Estévez,,No,,,,Almacenable,,,,,,,,,,
,FLAT-SENSOR 5-PG 6W LED C/ SENSOR PIR LUZ NEUTRA,39102-1-PIR,Estévez,,Pza,Si,,,FLAT-SENSOR 5-PG 6W LED C/ SENSOR PIR LUZ NEUTRA,,,,lo compramos,$181.30,Estévez,,No,,,,Almacenable,,,,,,,,,,
,FLAT-CNW 5-PG 6W LED LUZ FRIA/NEUTRA/CALIDA,39102-0-CNW,Estévez,,Pza,Si,,,FLAT-CNW 5-PG 6W LED LUZ FRIA/NEUTRA/CALIDA,,,,lo compramos,$174.30,Estévez,,No,,,,Almacenable,,,,,,,,,,
,FLAT-SQUARE 4W LED LUZ CALIDA,39151-0-WW,Estévez,,Pza,Si,,,FLAT-SQUARE 4W LED LUZ CALIDA,,,,lo compramos,$69.30,Estévez,,No,,,,Almacenable,,,,,,,,,,
,FLAT-SQUARE 4W LED LUZ FRIA,39151-0-CW,Estévez,,Pza,Si,,,FLAT-SQUARE 4W LED LUZ FRIA,,,,lo compramos,$69.30,Estévez,,No,,,,Almacenable,,,,,,,,,,
,FLAT-SQUARE 6W LED LUZ CALIDA,39152-0-WW,Estévez,,Pza,Si,,,FLAT-SQUARE 6W LED LUZ CALIDA,,,,lo compramos,$104.30,Estévez,,No,,,,Almacenable,,,,,,,,,,
,FLAT-SQUARE 6W LED LUZ FRIA,39152-0-CW,Estévez,,Pza,Si,,,FLAT-SQUARE 6W LED LUZ FRIA,,,,lo compramos,$104.30,Estévez,,No,,,,Almacenable,,,,,,,,,,
,FLAT-SQUARE 12W LED LUZ CALIDA,39153-0-WW,Estévez,,Pza,Si,,,FLAT-SQUARE 12W LED LUZ CALIDA,,,,lo compramos,$139.30,Estévez,,No,,,,Almacenable,,,,,,,,,,
,FLAT-SQUARE 12W LED LUZ FRIA,39153-0-CW,Estévez,,Pza,Si,,,FLAT-SQUARE 12W LED LUZ FRIA,,,,lo compramos,$139.30,Estévez,,No,,,,Almacenable,,,,,,,,,,
,FLAT-SQUARE 18W LED LUZ CALIDA,39154-0-WW,Estévez,,Pza,Si,,,FLAT-SQUARE 18W LED LUZ CALIDA,,,,lo compramos,$181.30,Estévez,,No,,,,Almacenable,,,,,,,,,,
,FLAT-SQUARE 18W LED LUZ FRIA,39154-0-CW,Estévez,,Pza,Si,,,FLAT-SQUARE 18W LED LUZ FRIA,,,,lo compramos,$181.30,Estévez,,No,,,,Almacenable,,,,,,,,,,
,FLAT-SQUARE 24W LED LUZ NEUTRA,39155-0,Estévez,,Pza,Si,,,FLAT-SQUARE 24W LED LUZ NEUTRA,,,,lo compramos,$223.30,Estévez,,No,,,,Almacenable,,,,,,,,,,
,FLAT-SQUARE 36W LED LUZ NEUTRA,39156-0,Estévez,,Pza,Si,,,FLAT-SQUARE 36W LED LUZ NEUTRA,,,,lo compramos,$496.30,Estévez,,No,,,,Almacenable,,,,,,,,,,
,FLAT 3-PG 4W LED LUZ CALIDA,39101-0-WW,Estévez,,Pza,Si,,,FLAT 3-PG 4W LED LUZ CALIDA,,,,lo compramos,$69.30,Estévez,,No,,,,Almacenable,,,,,,,,,,
,FLAT 3-PG 4W LED LUZ NEUTRA,39101-0-NW,Estévez,,Pza,Si,,,FLAT 3-PG 4W LED LUZ NEUTRA,,,,lo compramos,$69.30,Estévez,,No,,,,Almacenable,,,,,,,,,,
,FLAT 3-PG 4W LED LUZ FRIA,39101-0-CW,Estévez,,Pza,Si,,,FLAT 3-PG 4W LED LUZ FRIA,,,,lo compramos,$69.30,Estévez,,No,,,,Almacenable,,,,,,,,,,
,FLAT 3-PG 4W LED LUZ CALIDA,39101-1-WW,Estévez,,Pza,Si,,,FLAT 3-PG 4W LED LUZ CALIDA,,,,lo compramos,$69.30,Estévez,,No,,,,Almacenable,,,,,,,,,,
,FLAT 3-PG 4W LED LUZ NEUTRA,39101-1-NW,Estévez,,Pza,Si,,,FLAT 3-PG 4W LED LUZ NEUTRA,,,,lo compramos,$69.30,Estévez,,No,,,,Almacenable,,,,,,,,,,
,FLAT 3-PG 4W LED LUZ FRIA,39101-1-CW,Estévez,,Pza,Si,,,FLAT 3-PG 4W LED LUZ FRIA,,,,lo compramos,$69.30,Estévez,,No,,,,Almacenable,,,,,,,,,,
,FLAT 5-PG 6W LED LUZ CALIDA,39102-0-WW,Estévez,,Pza,Si,,,FLAT 5-PG 6W LED LUZ CALIDA,,,,lo compramos,$83.30,Estévez,,No,,,,Almacenable,,,,,,,,,,
,FLAT 5-PG 6W LED LUZ NEUTRA,39102-0-NW,Estévez,,Pza,Si,,,FLAT 5-PG 6W LED LUZ NEUTRA,,,,lo compramos,$83.30,Estévez,,No,,,,Almacenable,,,,,,,,,,
,FLAT 5-PG 6W LED LUZ FRIA,39102-0-CW,Estévez,,Pza,Si,,,FLAT 5-PG 6W LED LUZ FRIA,,,,lo compramos,$83.30,Estévez,,No,,,,Almacenable,,,,,,,,,,
,FLAT 5-PG 6W LED LUZ CALIDA,39102-1-WW,Estévez,,Pza,Si,,,FLAT 5-PG 6W LED LUZ CALIDA,,,,lo compramos,$139.30,Estévez,,No,,,,Almacenable,,,,,,,,,,
,FLAT 5-PG 6W LED LUZ NEUTRA,39102-1-NW,Estévez,,Pza,Si,,,FLAT 5-PG 6W LED LUZ NEUTRA,,,,lo compramos,$139.30,Estévez,,No,,,,Almacenable,,,,,,,,,,
,FLAT 5-PG 6W LED LUZ FRIA,39102-1-CW,Estévez,,Pza,Si,,,FLAT 5-PG 6W LED LUZ FRIA,,,,lo compramos,$139.30,Estévez,,No,,,,Almacenable,,,,,,,,,,
,FLAT 6-PG 12W LED LUZ CALIDA,39103-0-WW,Estévez,,Pza,Si,,,FLAT 6-PG 12W LED LUZ CALIDA,,,,lo compramos,$132.30,Estévez,,No,,,,Almacenable,,,,,,,,,,
,FLAT 6-PG 12W LED LUZ NEUTRA,39103-0-NW,Estévez,,Pza,Si,,,FLAT 6-PG 12W LED LUZ NEUTRA,,,,lo compramos,$132.30,Estévez,,No,,,,Almacenable,,,,,,,,,,
,FLAT 6-PG 12W LED LUZ FRIA,39103-0-CW,Estévez,,Pza,Si,,,FLAT 6-PG 12W LED LUZ FRIA,,,,lo compramos,$132.30,Estévez,,No,,,,Almacenable,,,,,,,,,,
,FLAT 6-PG 12W LED LUZ CALIDA,39103-1-WW,Estévez,,Pza,Si,,,FLAT 6-PG 12W LED LUZ CALIDA,,,,lo compramos,$167.30,Estévez,,No,,,,Almacenable,,,,,,,,,,
,FLAT 6-PG 12W LED LUZ NEUTRA,39103-1-NW,Estévez,,Pza,Si,,,FLAT 6-PG 12W LED LUZ NEUTRA,,,,lo compramos,$167.30,Estévez,,No,,,,Almacenable,,,,,,,,,,
,FLAT 6-PG 12W LED LUZ FRIA,39103-1-CW,Estévez,,Pza,Si,,,FLAT 6-PG 12W LED LUZ FRIA,,,,lo compramos,$167.30,Estévez,,No,,,,Almacenable,,,,,,,,,,
,FLAT 8-PG 18W LED LUZ CALIDA,39104-0-WW,Estévez,,Pza,Si,,,FLAT 8-PG 18W LED LUZ CALIDA,,,,lo compramos,$167.30,Estévez,,No,,,,Almacenable,,,,,,,,,,
,FLAT 8-PG 18W LED LUZ NEUTRA,39104-0-NW,Estévez,,Pza,Si,,,FLAT 8-PG 18W LED LUZ NEUTRA,,,,lo compramos,$167.30,Estévez,,No,,,,Almacenable,,,,,,,,,,
,FLAT 8-PG 18W LED LUZ FRIA,39104-0-CW,Estévez,,Pza,Si,,,FLAT 8-PG 18W LED LUZ FRIA,,,,lo compramos,$167.30,Estévez,,No,,,,Almacenable,,,,,,,,,,
,FLAT 8-PG 18W LED LUZ CALIDA,39104-1-WW,Estévez,,Pza,Si,,,FLAT 8-PG 18W LED LUZ CALIDA,,,,lo compramos,$160.30,Estévez,,No,,,,Almacenable,,,,,,,,,,
,FLAT 8-PG 18W LED LUZ NEUTRA,39104-1-NW,Estévez,,Pza,Si,,,FLAT 8-PG 18W LED LUZ NEUTRA,,,,lo compramos,$188.30,Estévez,,No,,,,Almacenable,,,,,,,,,,
,FLAT 8-PG 18W LED LUZ FRIA,39104-1-CW,Estévez,,Pza,Si,,,FLAT 8-PG 18W LED LUZ FRIA,,,,lo compramos,$160.30,Estévez,,No,,,,Almacenable,,,,,,,,,,
,FLAT-DECO-PLUS 3-PG 6W LUZ FRIA/NEUTRA/CALIDA,39321-0-CNW,Estévez,,Pza,Si,,,FLAT-DECO-PLUS 3-PG 6W LUZ FRIA/NEUTRA/CALIDA,,,,lo compramos,$188.30,Estévez,,No,,,,Almacenable,,,,,,,,,,
,FLAT-DECO-PLUS 5-PG 12W LUZ FRIA/NEUTRA/CALIDA,39322-0-CNW,Estévez,,Pza,Si,,,FLAT-DECO-PLUS 5-PG 12W LUZ FRIA/NEUTRA/CALIDA,,,,lo compramos,$265.30,Estévez,,No,,,,Almacenable,,,,,,,,,,
,FLAT-DECO 3-PG 6W LUZ CALIDA,39121-0-WW,Estévez,,Pza,Si,,,FLAT-DECO 3-PG 6W LUZ CALIDA,,,,lo compramos,$139.30,Estévez,,No,,,,Almacenable,,,,,,,,,,
,FLAT-DECO 3-PG 6W LUZ FRIA,39121-0-CW,Estévez,,Pza,Si,,,FLAT-DECO 3-PG 6W LUZ FRIA,,,,lo compramos,$139.30,Estévez,,No,,,,Almacenable,,,,,,,,,,
,FLAT-DECO 3-PG 6W LUZ CALIDA,39121-1-WW,Estévez,,Pza,Si,,,FLAT-DECO 3-PG 6W LUZ CALIDA,,,,lo compramos,$181.30,Estévez,,No,,,,Almacenable,,,,,,,,,,
,FLAT-DECO 3-PG 6W LUZ FRIA,39121-1-CW,Estévez,,Pza,Si,,,FLAT-DECO 3-PG 6W LUZ FRIA,,,,lo compramos,$181.30,Estévez,,No,,,,Almacenable,,,,,,,,,,
,FLAT-DECO 5-PG 12W LUZ CALIDA,39122-0-WW,Estévez,,Pza,Si,,,FLAT-DECO 5-PG 12W LUZ CALIDA,,,,lo compramos,$188.30,Estévez,,No,,,,Almacenable,,,,,,,,,,
,FLAT-DECO 5-PG 12W LUZ FRIA,39122-0-CW,Estévez,,Pza,Si,,,FLAT-DECO 5-PG 12W LUZ FRIA,,,,lo compramos,$188.30,Estévez,,No,,,,Almacenable,,,,,,,,,,
,FLAT-DECO 5-PG 12W LUZ CALIDA,39122-1-WW,Estévez,,Pza,Si,,,FLAT-DECO 5-PG 12W LUZ CALIDA,,,,lo compramos,$237.30,Estévez,,No,,,,Almacenable,,,,,,,,,,
,FLAT-DECO 5-PG 12W LUZ FRIA,39122-1-CW,Estévez,,Pza,Si,,,FLAT-DECO 5-PG 12W LUZ FRIA,,,,lo compramos,$237.30,Estévez,,No,,,,Almacenable,,,,,,,,,,
,FLAT-DECO 6-PG 18W LUZ CALIDA,39123-0-WW,Estévez,,Pza,Si,,,FLAT-DECO 6-PG 18W LUZ CALIDA,,,,lo compramos,$244.30,Estévez,,No,,,,Almacenable,,,,,,,,,,
