TIPO DE SUCURSAL,NOMBRE DEL PRODUCTO,CLAVE DEL PRODUCTO,CATEGORIA (LINEA) DE PRODUCTO,UNIDAD DE MEDIDA (UNIDAD DE VENTA),¿SE VENDE EN EL PUNTO DE VENTA?,CODIGO DE BARRAS,DESCRIPCION LARGA,Peso ,Volumen ,DIAS PARA ENTREGARLO AL CLIENTE,METODO DE ABASTECIMIENTO,Seguimiento (Sin seguimiento/Lote/Serie,FECHA DE CADUCIDAD,DIAS ANTES DE CADUCAR,Días a Consumir preferentemente,Días para quitar el producto,Tipo ,Clave SAT ,Clave unidad SAT,DIAS DE GARANTIA,% COMISION VENDEDOR,% COMISION PARA REFERIDOS,Stock Optimo DE ESTE TIPO DE SUCURSAL,Punto de reorden DE ESTE TIPO DE SUCURSAL,Multiple de re-orden DE ESTE TIPO DE SUCURSAL,Precio del producto en este tipo de surcursal,Unidad de COMPRA,Costo promedio ,¿ Cuántos puntos abonan la compra de este producto/ servicio?,¿ Cuanto cuesta el producto en puntos?,TASA IVA,TASA IEPS,Almacen donde se ingresa automaticamente,Nombre del laboratorio,Nombre de la sustancia activa,NUMERO DE REGISTRO DE SENASICA,DEPARTAMENTO  ,TIPO DE CONTROL 
,"COMPLET PLUS NRV ""S""",NORCOMPLUSS10,NORVE,Unidades,Si,7502229902521,"COMPLET PLUS NRV ""S""",0,0,0,lo compramos,Serie,Si,30,15,0,Almacenable,,H87,0,,,0,,,414,Paquete de 30,195.644557,,,0,0,,NORVET,Febendazol/Pamoato de Pirantel/Prazicuantel,Q-7827-034,MEDICAMENTOS,GRUPO 2
,"COMPLET PLUS NRV ""XL""",NORCOMPLUSXL,NORVE,Unidades,Si,7502229905577,"COMPLET PLUS NRV ""XL""",0,0,0,lo compramos,Serie,Si,30,15,0,Almacenable,10111305,H87,0,,,0,,,233,Unidades,106.826902,,,0,0,,NORVET,Febendazol/Pamoato de Pirantel/Prazicuantel,,MEDICAMENTOS,GRUPO 2
,COMPLET PLUS SUSP ORAL 1 LT,NORCPLUS1000,NORVE,Unidades,Si,,COMPLET PLUS SUSP ORAL 1 LT,0,0,0,lo compramos,Serie,Si,30,15,0,Almacenable,10111305,H87,0,,,0,,,3791,Unidades,0,,,0,0,,NORVET,Febendazol/Pamoato/Prazicuantel,Q-7827-602,MEDICAMENTOS,GRUPO 2
,COMPLET PLUS SUSP ORAL 120 ML,NORCPLUS120,NORVE,Unidades,Si,,COMPLET PLUS SUSP ORAL 120 ML,0,0,0,lo compramos,Serie,Si,30,15,0,Almacenable,10111305,H87,0,,,0,,,523,Unidades,288.6,,,0,0,,NORVET,Febendazol/Pamoato de Pirantel/Prazicuantel,Q-7827-602,MEDICAMENTOS,GRUPO 2
,COMPLET PLUS SUSP ORAL 30 ML,NORCPLUS30,NORVE,Unidades,Si,7502229902484,COMPLET PLUS SUSP ORAL 30 ML,0,0,0,lo compramos,Serie,Si,30,15,0,Almacenable,,H87,0,,,0,,,159,Unidades,75.325682,,,0,0,,NORVET,Febendazol/Pamoato de Pirantel/Prazicuantel,,MEDICAMENTOS,GRUPO 2
,COMPLET PLUS XL POR TABLETA,NORCOMPLEXLTAB,NORVE,Unidades,Si,,COMPLET PLUS XL POR TABLETA,0,0,0,lo compramos,Serie,Si,30,15,0,Almacenable,10111305,H87,0,,,0,,,218,Unidades,0,,,0,0,,NORVET,,,MEDICAMENTOS,
,CONDRO JET NRV 10 ML,NORCON,NORVE,Unidades,Si,,CONDRO JET NRV 10 ML,0,0,0,lo compramos,Serie,Si,30,15,0,Almacenable,10111305,H87,0,,,0,,,1212,Unidades,787.8,,,0,0,,NORVET,Condroitin Sulfato,Q-7827- 213,MEDICAMENTOS,GRUPO 3
,COXI-PET'S  1% NRV,NORCOXI1%30,NORVE,Unidades,Si,,COXI-PET'S  1% NRV,0,0,0,lo compramos,Serie,Si,30,15,0,Almacenable,10111305,H87,0,,,0,,,136,Unidades,0,,,0,0,,NORVET,,,MEDICAMENTOS,
,COXI-PET'S  5% NRV,NORCOXI5%30,NORVE,Unidades,Si,,COXI-PET'S  5% NRV,0,0,0,lo compramos,Serie,Si,30,15,0,Almacenable,10111305,H87,0,,,0,,,250,Unidades,152.1,,,0,0,,NORVET,Toltrazuril,Q-7827-279,MEDICAMENTOS,GRUPO 2
,DERMA PET´S NRV,NORDER,NORVE,Unidades,Si,,DERMA PET´S NRV,0,0,0,lo compramos,Serie,Si,30,15,0,Almacenable,10111305,H87,0,,,0,,,179,Unidades,0,,,0,0,,NORVET,,,MEDICAMENTOS,
,DERMACREM NRV CREMA 40 G,NORDERC,NORVE,Unidades,Si,7502229905089,DERMACREM NRV CREMA 40 G,0,0,0,lo compramos,Serie,Si,30,15,0,Almacenable,10111305,H87,0,,,0,,,118,Unidades,73.233333,,,0,0,,NORVET,Gentamicina/Betametazona/Clotrimazol,Q-7827-370,MEDICAMENTOS,GRUPO 3
,DERMATOPIC  25 mg 30 ML,NORDERMA25/30,NORVE,Unidades,Si,,DERMATOPIC  25 mg 30 ML,0,0,0,lo compramos,Serie,Si,30,15,0,Almacenable,10111305,H87,0,,,0,,,689,Unidades,0,,,0,0,,NORVET,,,MEDICAMENTOS,
,DERMATOPIC 50 mg 120 ML,NORDERMA50/120,NORVE,Unidades,Si,,DERMATOPIC 50 mg 120 ML,0,0,0,lo compramos,Serie,Si,30,15,0,Almacenable,10111305,H87,0,,,0,,,4996,Unidades,0,,,0,0,,NORVET,Ciclosporina A,Q-7827-474,MEDICAMENTOS,GRUPO 3
,DERMATOPIC 50 mg 30 ML,NORDERMA50/30,NORVE,Unidades,Si,,DERMATOPIC 50 mg 30 ML,0,0,0,lo compramos,Serie,Si,30,15,0,Almacenable,10111305,H87,0,,,0,,,1488,Unidades,0,,,0,0,,NORVET,Ciclosporina A, Q-7827-474,MEDICAMENTOS,GRUPO 3
,DEXA-JET NRV 100 ML,NORDEXA100,NORVE,Unidades,Si,,DEXA-JET NRV 100 ML,0,0,0,lo compramos,Serie,Si,30,15,0,Almacenable,51181704,H87,0,,,0,,,261,Unidades,150.8,,,0,0,,NORVET,Dexametasona ,Q-7827- 049,MEDICAMENTOS,GRUPO 2
,DEXA-JET NRV 30 ML,NORDEXA30,NORVE,Unidades,Si,,DEXA-JET NRV 30 ML,0,0,0,lo compramos,Serie,Si,30,15,0,Almacenable,10111305,H87,0,,,0,,,95,Unidades,72.15,,,0,0,,NORVET,,,MEDICAMENTOS,
,DICLO-PET´S NRV,NORDICLO,NORVE,Unidades,Si,7502229905478,DICLO-PET´S NRV,0,0,0,lo compramos,Serie,Si,30,15,0,Almacenable,10111305,H87,0,,,0,,,125,Unidades,74.555357,,,0,0,,NORVET,Diclofenaco sódico, Q-7827- 110,MEDICAMENTOS,GRUPO 2
,DOLOCAR PLUS M,NORDOLOM,NORVE,Unidades,Si,7502229903092,DOLOCAR PLUS M,0,0,0,lo compramos,Serie,Si,30,15,0,Almacenable,10111305,H87,0,,,0,,,165,Paquete de 10,94.682273,,,0,0,,NORVET,Carprofeno/Tramadol,Q-7827-643,MEDICAMENTOS,GRUPO 3
,DOLOCAR PLUS S,NORDOLOS,NORVE,Unidades,Si,7502229903085,DOLOCAR PLUS S,0,0,0,lo compramos,Serie,Si,30,15,0,Almacenable,10111305,H87,0,,,0,,,132,Paquete de 10,76.755,,,0,0,,NORVET,Carprofeno/Tramadol,Q-7827-642,MEDICAMENTOS,GRUPO 3
,DOLOCAR PLUS XL,NORDOLOXL,NORVE,Unidades,Si,7502229903405,DOLOCAR PLUS XL,0,0,0,lo compramos,Serie,Si,30,15,0,Almacenable,10111305,H87,0,,,0,,,570,Paquete de 10,318.5,,,0,0,,NORVET,Carprofeno/Tramadol,Q-7827-645,MEDICAMENTOS,GRUPO 3
,"DOXI PET'S NRV  "" L "" 250 mg 30 TAB",NORDOXI25030T,NORVE,Unidades,Si,7502229902262,"DOXI PET'S NRV  "" L "" 250 mg 30 TAB",0,0,0,lo compramos,Serie,Si,30,15,0,Almacenable,10111305,H87,0,,,0,,,442,Paquete de 30,255.330296,,,0,0,,NORVET,Doxiciclina Hiclato,Q-7827- 456,MEDICAMENTOS,GRUPO 2
,"DOXI PET'S NRV  "" XL "" 500 mg 30 TAB",NORDOXI50030T,NORVE,Unidades,Si,7502229902286,"DOXI PET'S NRV  "" XL "" 500 mg 30 TAB",0,0,0,lo compramos,Serie,Si,30,15,0,Almacenable,10111305,H87,0,,,0,,,684,Paquete de 30,417.910161,,,0,0,,NORVET,Doxiciclina Hiclato,Q-7827-457,MEDICAMENTOS,GRUPO 2
,"DOXI PET'S NRV "" M "" 100 mg 30 TAB",NORDOXI10030T,NORVE,Unidades,Si,7502229902248,"DOXI PET'S NRV "" M "" 100 mg 30 TAB",0,0,0,lo compramos,Serie,Si,30,15,0,Almacenable,10111305,H87,0,,,0,,,256,Paquete de 30,147.561525,,,0,0,,NORVET,Doxiciclina Hiclato,Q-7827-455,MEDICAMENTOS,GRUPO 2
,"DOXI PET'S NRV "" S "" 50 mg 30 TAB",NORDOXI5030T,NORVE,Unidades,Si,7502229902224,"DOXI PET'S NRV "" S "" 50 mg 30 TAB",0,0,0,lo compramos,Serie,Si,30,15,0,Almacenable,10111305,H87,0,,,0,,,198,Paquete de 30,104.781637,,,0,0,,NORVET,Doxiciclina Hiclato,Q-7827-123,MEDICAMENTOS,GRUPO 2
,ENERGY-PET'S GEL 60 G,NORENE60,NORVE,Unidades,Si,7502229905065,ENERGY-PET'S GEL 60 G,0,0,0,lo compramos,Serie,Si,30,15,0,Almacenable,10111305,H87,0,,,0,,,216,Unidades,101,,,0,0,,NORVET,Viatamina A/Vitamina E/Tiamina/Riboflavina/Piridoxina/Cianocobalamina/Nicotinamida/Pantotenato de calcio/Ácido Fólico/Sulfato de manganeso/Sulfato de Magnesio/Yoduro de Potasio/Hierro,,MEDICAMENTOS,GRUPO 3
,"FLUCONA PET´S  NRV ""L"" 200 mg.",NORFLUCL,NORVE,Unidades,Si,7502229902859,"FLUCONA PET´S  NRV ""L"" 200 mg.",0,0,0,lo compramos,Serie,Si,30,15,0,Almacenable,10111305,H87,0,,,0,,,532,Paquete de 10,266.005,,,0,0,,NORVET,Fluconazol,Q-7827-448,MEDICAMENTOS,GRUPO 2
,"FLUCONA PET´S  NRV ""M"" 100 mg.",NORFLUCM,NORVE,Unidades,Si,,"FLUCONA PET´S  NRV ""M"" 100 mg.",0,0,0,lo compramos,Serie,Si,30,15,0,Almacenable,10111305,H87,0,,,0,,,338,Paquete de 10,194.3525,,,0,0,,NORVET,Fluconazol,Q-7827-447,MEDICAMENTOS,GRUPO 2
,"FLUCONA PET´S  NRV ""S"" 50 mg.",NORFLUCS,NORVE,Unidades,Si,7502229902835,"FLUCONA PET´S  NRV ""S"" 50 mg.",0,0,0,lo compramos,Serie,Si,30,15,0,Almacenable,10111305,H87,0,,,0,,,205,Paquete de 10,149.652,,,0,0,,NORVET,Fluconazol,Q-7827- 108,MEDICAMENTOS,GRUPO 2
,FUNGI-PET´S DRY NRV,NORFUNGD,NORVE,Unidades,Si,7502299053796,FUNGI-PET´S DRY NRV,0,0,0,lo compramos,Serie,Si,30,15,0,Almacenable,10111305,H87,0,,,0,,,275,Unidades,162.455862,,,0,0,,NORVET,Ácido salicílico/Clorhexidina/Ketoconazol/Sulfuro de potasio,Q-7827-089,MEDICAMENTOS,GRUPO 3
,FUNGI-PET´S OIL NRV,NORFUNGO,NORVE,Unidades,Si,7502229905355,FUNGI-PET´S OIL NRV,0,0,0,lo compramos,Serie,Si,30,15,0,Almacenable,10111305,H87,0,,,0,,,275,Unidades,158.401147,,,0,0,,NORVET,Alquitrán de hulla/Ácido salicílico/Yodoclorohidroxiquinoleina/Azufre/Clorhexidina/Ketoconazol,Q-7827-090,MEDICAMENTOS,GRUPO 3
,FUROSI-JET NRV,NORFUR,NORVE,Unidades,Si,,FUROSI-JET NRV,0,0,0,lo compramos,Serie,Si,30,15,0,Almacenable,10111305,H87,0,,,0,,,205,Unidades,0,,,0,0,,NORVET,,,MEDICAMENTOS,
,"FUROSIPET'S NRV   ""L""  50 mg",NORVFUSL,NORVE,Unidades,Si,7502229907380,"FUROSIPET'S NRV   ""L""  50 mg",0,0,0,lo compramos,Serie,Si,30,15,0,Almacenable,10111305,H87,0,,,0,,,198,Paquete de 20,114.146578,,,0,0,,NORVET,Furosemida,Q-7827-518,MEDICAMENTOS,GRUPO 2
,"FUROSIPET'S NRV  ""M""  28  mg",NORFURM,NORVE,Unidades,Si,7502229907373,"FUROSIPET'S NRV  ""M""  28  mg",0,0,0,lo compramos,Serie,Si,30,15,0,Almacenable,10111305,H87,0,,,0,,,171,Paquete de 20,91.196398,,,0,0,,NORVET,Furosemida,Q-7827-517,MEDICAMENTOS,GRUPO 2
,"FUROSIPET'S NRV  ""S""  6 mg",NORFURS,NORVE,Unidades,Si,7502229907366,"FUROSIPET'S NRV  ""S""  6 mg",0,0,0,lo compramos,Serie,Si,30,15,0,Almacenable,10111305,H87,0,,,0,,,131,Paquete de 20,73.356669,,,0,0,,NORVET,Furosemida,Q-7827-246,MEDICAMENTOS,GRUPO 2
,"FUROSIPET'S NRV  ""XL""  100 mg",NORFURXL,NORVE,Unidades,Si,7502229907397,"FUROSIPET'S NRV  ""XL""  100 mg",0,0,0,lo compramos,Serie,Si,30,15,0,Almacenable,10111305,H87,0,,,0,,,304,Paquete de 20,153.959924,,,0,0,,NORVET,Furosemida,Q-7827-519,MEDICAMENTOS,GRUPO 2
,"GABAPENTIN L 250 MG 30 TABS
",NORGABAL,NORVE,Unidades,Si,7502229903450,"GABAPENTIN L 250 MG 30 TABS
",0,0,0,lo compramos,Serie,Si,30,15,0,Almacenable,10111305,H87,0,,,0,,,419,Paquete de 30,213.664231,,,0,0,,NORVET,Gabapentina,Q-7827-633,MEDICAMENTOS,GRUPO 2
,"GABAPENTIN M 100 MG 30 TABS
",NORGABAM,NORVE,Unidades,Si,7502229903443,"GABAPENTIN M 100 MG 30 TABS
",0,0,0,lo compramos,Serie,Si,30,15,0,Almacenable,10111305,H87,0,,,0,,,261,Paquete de 30,130.505,,,0,0,,NORVET,Gabapentina,Q-7827-632,MEDICAMENTOS,GRUPO 2
,GABAPENTIN S 50 MG 30 TABS,NORGABAS,NORVE,Unidades,Si,7502229903436,GABAPENTIN S 50 MG 30 TABS,0,0,0,lo compramos,Serie,Si,30,15,0,Almacenable,,H87,0,,,0,,,173,Paquete de 30,87.585543,,,0,0,,NORVET,Gabapentina, Q-7827-631,MEDICAMENTOS,GRUPO 2
,"GIARDICOX NRV  ""M""",NORGIARM,NORVE,Unidades,Si,7502229907182,"GIARDICOX NRV  ""M""",0,0,0,lo compramos,Serie,Si,30,15,0,Almacenable,10111305,H87,0,,,0,,,367,Paquete de 20,210.198345,,,0,0,,NORVET,Sulfadimetoxina/Metronidazol, Q-7827-506,MEDICAMENTOS,GRUPO 2
,"GIARDICOX NRV  ""S""",NORGIARS,NORVE,Unidades,Si,7502229902095,"GIARDICOX NRV  ""S""",0,0,0,lo compramos,Serie,Si,30,15,0,Almacenable,10111305,H87,0,,,0,,,171,Paquete de 20,94.570421,,,0,0,,NORVET,Sulfadimetoxina/Metronidazol,Q-7827-223,MEDICAMENTOS,GRUPO 2
,"GIARDICOX NRV  ""XL""",NORGIARXL,NORVE,Unidades,Si,7502229909100,"GIARDICOX NRV  ""XL""",0,0,0,lo compramos,Serie,Si,30,15,0,Almacenable,10111305,H87,0,,,0,,,745,Paquete de 20,456.767657,,,0,0,,NORVET,Sulfadimetoxina/Metronidazol,Q-7827-349,MEDICAMENTOS,GRUPO 2
,GIARDICOX NRV Suspensión Oral 20ML,NORGIARSUSP20,NORVE,Unidades,Si,7502229907199,GIARDICOX NRV Suspensión Oral 20ML,0,0,0,lo compramos,Serie,Si,30,15,0,Almacenable,10111305,H87,0,,,0,,,211,Unidades,128.912558,,,0,0,,NORVET,Sulfadimetoxina/Metronidazol,Q-7827-232,MEDICAMENTOS,GRUPO 2
,GIARDICOX NRV Suspensión Oral 50ML,NORGIARSUSP50,NORVE,Unidades,Si,7502229905904,GIARDICOX NRV Suspensión Oral 50ML,0,0,0,lo compramos,Serie,Si,30,15,0,Almacenable,10111305,H87,0,,,0,,,299,Unidades,185.374993,,,0,0,,NORVET,Sulfadimetoxina/Metronidazol, Q-7827-232,MEDICAMENTOS,GRUPO 2
,IMIDO-JET 150 mg 100 ML,NORIMID100,NORVE,Unidades,Si,,IMIDO-JET 150 mg 100 ML,0,0,0,lo compramos,Serie,Si,30,15,0,Almacenable,10111305,H87,0,,,0,,,1344,Unidades,0,,,0,0,,NORVET,Dipropionato de Imidocarb,Q-7827-143,MEDICAMENTOS,GRUPO 2
,IMIDO-JET 60 mg 10 ML,NORIMIDO60,NORVE,Unidades,Si,,IMIDO-JET 60 mg 10 ML,0,0,0,lo compramos,Serie,Si,30,15,0,Almacenable,10111305,H87,0,,,0,,,159,Unidades,137,,,0,0,,NORVET,Dipropionato de Imidocarb,,MEDICAMENTOS,GRUPO 2
,"ITRACONAPET´S  ""L""  125 mg.",NORITRAL,NORVE,Unidades,Si,7502229902828,"ITRACONAPET´S  ""L""  125 mg.",0,0,0,lo compramos,Serie,Si,30,15,0,Almacenable,10111305,H87,0,,,0,,,480,Paquete de 20,250.419209,,,0,0,,NORVET,Itraconazol ,Q-7827-499,MEDICAMENTOS,GRUPO 2
,"ITRACONAPET´S  ""M""  50 mg.",NORITRAM,NORVE,Unidades,Si,7502229902811,"ITRACONAPET´S  ""M""  50 mg.",0,0,0,lo compramos,Serie,Si,30,15,0,Almacenable,51101810,H87,0,,,0,,,331,Paquete de 20,180.843017,,,0,0,,NORVET,Itraconazol ,Q-7827-498,MEDICAMENTOS,GRUPO 2
,"ITRACONAPET´S  ""S""  25 mg.",NORITRAS,NORVE,Unidades,Si,7502229902798,"ITRACONAPET´S  ""S""  25 mg.",0,0,0,lo compramos,Serie,Si,30,15,0,Almacenable,10111305,H87,0,,,0,,,220,Paquete de 20,114.013433,,,0,0,,NORVET,Itraconazol , Q-7827-188,MEDICAMENTOS,GRUPO 2
,LACTO PET´S  NRV,NORLACTO,NORVE,Unidades,Si,,LACTO PET´S  NRV,0,0,0,lo compramos,Serie,Si,30,15,0,Almacenable,10111305,H87,0,,,0,,,316.3793,Unidades,200.425639,,,16,16,,NORVET,,,MEDICAMENTOS,
,LUBRI - PET´S  SOLUCIÓN,NORLUBRIUS,NORVE,Unidades,Si,7502229905515,LUBRI - PET´S  SOLUCIÓN,0,0,0,lo compramos,Serie,Si,30,15,0,Almacenable,10111305,H87,0,,,0,,,138,Unidades,89.7,,,0,0,,NORVET,Alcohol polivinílico/Cloruro de sodio,Q-7827-127,MEDICAMENTOS,GRUPO 3
,MAMIJET,NORMAM,NORVE,Unidades,Si,,MAMIJET,0,0,0,lo compramos,Serie,Si,30,15,0,Almacenable,10111305,H87,0,,,0,,,207,Unidades,110.387175,,,0,0,,NORVET,Esencia Wintergreen/Alcanfor/Eucaliptol/Fenol/Trementina, Q-7827-031,MEDICAMENTOS,GRUPO 3
,MELOXI - JET 5 mg. inyectable Peq. Esp.,NORMELINY5,NORVE,Unidades,Si,7502229902767,MELOXI - JET 5 mg. inyectable Peq. Esp.,0,0,0,lo compramos,Serie,Si,30,15,0,Almacenable,10111305,H87,0,,,0,,,544,Unidades,349.832697,,,0,0,,NORVET,Meloxicam,Q-7827-291,MEDICAMENTOS,GRUPO 2
,"MELOXI - PET´S  ""L""  4 mg.",NORMELL,NORVE,Unidades,Si,,"MELOXI - PET´S  ""L""  4 mg.",0,0,0,lo compramos,Serie,Si,30,15,0,Almacenable,10111305,H87,0,,,0,,,690,Paquete de 30,419.25,,,0,0,,NORVET,Meloxicam,Q-7827-480,MEDICAMENTOS,GRUPO 2
,"MELOXI - PET´S  ""M"" 2.5 mg.",NORMELM,NORVE,Unidades,Si,,"MELOXI - PET´S  ""M"" 2.5 mg.",0,0,0,lo compramos,Serie,Si,30,15,0,Almacenable,10111305,H87,0,,,0,,,538,Paquete de 30,326.95,,,0,0,,NORVET,Meloxicam,Q-7827-547,MEDICAMENTOS,GRUPO 2
,"MELOXI - PET´S  ""S"" 1 mg 30 TAB",NORMELS30,NORVE,Unidades,Si,7502229902675,"MELOXI - PET´S  ""S"" 1 mg 30 TAB",0,0,0,lo compramos,Serie,Si,30,15,0,Almacenable,10111305,H87,0,,,0,,,386,Paquete de 30,212.737143,,,0,0,,NORVET,Meloxicam,Q-7827-160,MEDICAMENTOS,GRUPO 2
,"MELOXI - PET´S  ""XL""  5 mg.",NORMELXL,NORVE,Unidades,Si,,"MELOXI - PET´S  ""XL""  5 mg.",0,0,0,lo compramos,Serie,Si,30,15,0,Almacenable,10111305,H87,0,,,0,,,771,Paquete de 30,0,,,0,0,,NORVET,Meloxicam,Q-7827-481,MEDICAMENTOS,GRUPO 2
,MELOXI - PET´S 1.5 mg. Susp. Oral,NORMELSUSP,NORVE,Unidades,Si,,MELOXI - PET´S 1.5 mg. Susp. Oral,0,0,0,lo compramos,Serie,Si,30,15,0,Almacenable,10111305,H87,0,,,0,,,551,Unidades,0,,,0,0,,NORVET,Meloxicam,,MEDICAMENTOS,GRUPO 2
,METRONIDAPET´S  150 mg/ml 120 ML,NORMET15120,NORVE,Unidades,Si,,METRONIDAPET´S  150 mg/ml 120 ML,0,0,0,lo compramos,Serie,Si,30,15,0,Almacenable,10111305,H87,0,,,0,,,316,Unidades,0,,,0,0,,NORVET,Metronidazol  ,Q-7827-189,MEDICAMENTOS,GRUPO 2
,METRONIDAPET´S  150 mg/ml 15 ML,NORMET1515,NORVE,Unidades,Si,,METRONIDAPET´S  150 mg/ml 15 ML,0,0,0,lo compramos,Serie,Si,30,15,0,Almacenable,10111305,H87,0,,,0,,,92,Unidades,0,,,0,0,,NORVET,Metronidazol  ,Q-7827-189,MEDICAMENTOS,GRUPO 2
,METRONIDAPET´S  150 mg/ml 30 ML,NORMET1530,NORVE,Unidades,Si,7502229902446,METRONIDAPET´S  150 mg/ml 30 ML,0,0,0,lo compramos,Serie,Si,30,15,0,Almacenable,10111305,H87,0,,,0,,,118,Unidades,79.138377,,,0,0,,NORVET,Metronidazol  ,Q-7827-189,MEDICAMENTOS,GRUPO 2
,METRONIDAPET´S  50 mg/ml 30 ML,NORMET5030,NORVE,Unidades,Si,7502229907649,METRONIDAPET´S  50 mg/ml 30 ML,0,0,0,lo compramos,Serie,Si,30,15,0,Almacenable,10111305,H87,0,,,0,,,83,Unidades,53.95,,,0,0,,NORVET,Metronidazol  ,Q-7827-603,MEDICAMENTOS,GRUPO 2
,NAFAZO - JET NRV,NORNAFA,NORVE,Unidades,Si,,NAFAZO - JET NRV,0,0,0,lo compramos,Serie,Si,30,15,0,Almacenable,10111305,H87,0,,,0,,,101,Unidades,65.65,,,0,0,,NORVET,,,MEDICAMENTOS,
,OMEGA PET´S  30 TABS,NOROME,NORVE,Unidades,Si,,OMEGA PET´S  30 TABS,0,0,0,lo compramos,Serie,Si,30,15,0,Almacenable,10111305,H87,0,,,0,,,234,Unidades,176.15,,,0,0,,NORVET,,,MEDICAMENTOS,
,OMEPRA PET'S 21 mg.,NOROMEP21,NORVE,Unidades,Si,7502229905782,"OMEPRA PET'S 21 mg ""L"".",0,0,0,lo compramos,Serie,Si,30,15,0,Almacenable,10111305,H87,0,,,0,,,151,Paquete de 10,72.946891,,,0,0,,NORVET,Omeprazol,Q-7827-501,MEDICAMENTOS,GRUPO 3
,OMEPRA PET'S 5 mg.,NOROMEP5,NORVE,Unidades,Si,7502229902989,OMEPRA PET'S 5 mg.,0,0,0,lo compramos,Serie,Si,30,15,0,Almacenable,10111305,H87,0,,,0,,,198,Paquete de 20,97.089924,,,0,0,,NORVET,Omeprazol, Q-7827-192,MEDICAMENTOS,GRUPO 3
,OMEPRA-JET NRV Inyectable,NOROMEP2,NORVE,Unidades,Si,7502229902972,OMEPRA-JET NRV Inyectable,0,0,0,lo compramos,Serie,Si,30,15,0,Almacenable,10111305,H87,0,,,0,,,256,Unidades,168.05683,,,0,0,,NORVET,Omeprazol,Q-7827-222,MEDICAMENTOS,GRUPO 3
,OTIC - NRV,NOROTIC,NORVE,Unidades,Si,7502229905171,OTIC - NRV,0,0,0,lo compramos,Serie,Si,30,15,0,Almacenable,,H87,0,,,0,,,158,Unidades,83.135307,,,0,0,,NORVET,Tobramicina/Ketoconazol/Lidocaina/Dexametasona,Q-7827-165,MEDICAMENTOS,GRUPO 3
,"PREDNI - PET´S  ""L""  25 mg 30 TAB",NORPREDL,NORVE,Unidades,Si,7502229902637,"PREDNI - PET´S  ""L""  25 mg 30 TAB",0,0,0,lo compramos,Serie,Si,30,15,0,Almacenable,,H87,0,,,0,,,276,Paquete de 30,177.451593,,,0,0,,NORVET,Prednisolona,Q-7827-468,MEDICAMENTOS,GRUPO 2
,"PREDNI - PET´S  ""M""  12.5 mg 30 TAB",NORPREDM,NORVE,Unidades,Si,7502229902620,"PREDNI - PET´S  ""M""  12.5 mg 30 TAB",0,0,0,lo compramos,Serie,Si,30,15,0,Almacenable,10111305,H87,0,,,0,,,138,Paquete de 30,146.200165,,,0,0,,NORVET,Prednisolona, Q-7827-467,MEDICAMENTOS,GRUPO 2
,"PREDNI - PET´S  ""S""  5 mg",NORPREDS10,NORVE,Unidades,Si,,"PREDNI - PET´S  ""S""  5 mg",0,0,0,lo compramos,Serie,Si,30,15,0,Almacenable,10111305,H87,0,,,0,,,204,Unidades,0.01,,,0,0,,NORVET,Prednisolona,,MEDICAMENTOS,GRUPO 2
,"PREDNI - PET´S  ""S""  5 mg 30 TAB",NORPREDS30,NORVE,Unidades,Si,7502229902590,"PREDNI - PET´S  ""S""  5 mg 30 TAB",0,0,0,lo compramos,Serie,Si,30,15,0,Almacenable,10111305,H87,0,,,0,,,579,Paquete de 30,117.675017,,,0,0,,NORVET,Prednisolona, Q-7827-144,MEDICAMENTOS,GRUPO 2
,"PREDNI - PET´S  ""XL""  50 mg.",NORPREDXL,NORVE,Unidades,Si,7502229902644,"PREDNI - PET´S  ""XL""  50 mg.",0,0,0,lo compramos,Serie,Si,30,15,0,Almacenable,,H87,0,,,0,,,165,Paquete de 30,311.404754,,,0,0,,NORVET,Prednisolona,Q-7827-469,MEDICAMENTOS,GRUPO 2
,PREDNI-PET´S  NRV GOTAS OFTALMICAS,NORPREDNI,NORVE,Unidades,Si,7502229905485,PREDNI-PET´S  NRV GOTAS OFTALMICAS,0,0,0,lo compramos,Serie,Si,30,15,0,Almacenable,,H87,0,,,0,,,191,Unidades,70.871296,,,0,0,,NORVET,Prednisolona,Q-7827-112,MEDICAMENTOS,GRUPO 2
,PRODOL PET'S PLUS SOL. ORAL 30 ML,NORPRODOL30,NORVE,Unidades,Si,7502229905980,PRODOL PET'S PLUS SOL. ORAL 30 ML,0,0,0,lo compramos,Serie,Si,30,15,0,Almacenable,10111305,H87,0,,,0,,,200,Unidades,98.15,,,0,0,,NORVET,Dipirona Sódica/N-Butilbromuro de Hioscina/,Q-7827-426,MEDICAMENTOS,GRUPO 2
,PRODOL-JET NRV. 30 ML,NORPRO30,NORVE,Unidades,Si,,PRODOL-JET NRV. 30 ML,0,0,0,lo compramos,Serie,Si,30,15,0,Almacenable,10111305,H87,0,,,0,,,788,Unidades,55.9,,,0,0,,NORVET,,,MEDICAMENTOS,GRUPO 2
,"RAMIPRIL NRV ""L"" 2.5 mg.",NORRAML,NORVE,Unidades,Si,7502229907250,"RAMIPRIL NRV ""L"" 2.5 mg.",0,0,0,lo compramos,Serie,Si,30,15,0,Almacenable,10111305,H87,0,,,0,,,800,Paquete de 30,416.601192,,,0,0,,NORVET,Ramipril,Q-7827-513,MEDICAMENTOS,GRUPO 2
