Tipo de sucursal,Nombre del Producto,Clave de producto,Categoría ( linea) de producto,Precio Base de Venta,Unidad de medida,¿ Se vende en el punto de venta ( en Caja de mostrador)?,Código de barras,Descripción larga,Peso,Volumen,Días para entregarlo al cliente,método de abastecimiento,Costo promedio de compra en la moneda principal,Si tienen varios almacenes en la empresa: ¿ En qué almacen se guarda el producto?,Seguimiento (Sin seguimiento/Lote/Serie,¿ Tiene fecha de caducidad?,Días antes de caducar,Días a Consumir preferentemente,Días para quitar el producto,Tipo,Stock Optimo,Punto de reorden,Multiple de re-orden,Clave de producto SAT,Claves de Unidad SAT,Días de garantía,% Comisión para vendedor,% Comisión para referidos,¿ Cuántos puntos abonan la compra de este producto/ servicio?,¿ Cuántos puntos cuesta la compra de este producto/ servicio?,Unidad de COMPRA,TIPO DE CONTROL ,Nombre del laboratorio,Nombre de la sustancia activa,TASA IVA,TASA IEPS,NUMERO DE REGISTRO DE SENASICA,PRESENTACION,Factor entre unidades ,DEPARTAMENTO  ,unid conca
,CARDA METALICA PLANA GRANDE MR CAN,MRCCARMETG,MRCAN,0,Unidades,SI ,4546985267329,CARDA METALICA PLANA GRANDE MR CAN,0,0,0,lo compramos,39.64169,,No,No,0,0,0,Almacenable,0,,,10111302,H87,0,,,,,Unidades,,,,16,,,,1,,Unidades 1.000_Unidades
,CARDA METALICA PLANA MEDIANA MR CAN,MRCCARMETMED,MRCAN,0,Unidades,SI ,4546985267336,CARDA METALICA PLANA MEDIANA MR CAN,0,0,0,lo compramos,28.313947,,No,No,0,0,0,Almacenable,0,,,10111302,H87,0,,,,,Unidades,,,,16,,,,1,,Unidades 1.000_Unidades
,CARDA PLASTICO PLANA EXTRAGRANDE MR CAN,MRCCARPLASEX,MRCAN,0,Unidades,SI ,456985267257,CARDA PLASTICO PLANA EXTRAGRANDE MR CAN,0,0,0,lo compramos,63.714496,,No,No,0,0,0,Almacenable,0,,,10111302,H87,0,,,,,Unidades,,,,16,,,,1,,Unidades 1.000_Unidades
,CARDA PLASTICO PLANA GRANDE MR CAN,MRCCARPLASG,MRCAN,87.931034,Unidades,SI ,456985267264,CARDA PLASTICO PLANA GRANDE MR CAN,0,0,0,lo compramos,43.893651,,No,No,0,0,0,Almacenable,0,,,10111302,H87,0,,,,,Unidades,,,,16,,,,1,,Unidades 1.000_Unidades
,COLLAR SATINADO 5.5 mm X 65 cm,MRCCS5565,MRCAN,773.275862,Unidades,SI ,,COLLAR SATINADO 5.5 mm X 65 cm,0,0,0,lo compramos,0,,No,No,0,0,0,Almacenable,0,,,10131604,H87,0,,,,,Unidades,,MR. CAN,,16,,,,1,ACCESORIOS,Unidades 1.000_Unidades
,DESLANADOR CHICO,MRCDESCH,MRCAN,706.8966,Unidades,SI ,,DESLANADOR CHICO,0,0,0,lo compramos,202.013333,,Sí,si,30,15,0,Almacenable,0,,,10111302,H87,0,,,,,Unidades,,MR. CAN,,16,,,,1,ESTETICA CANINA,Unidades 1.000_Unidades
,DESLANADOR GRANDE,MRCDESGDE,MRCAN,892.2414,Unidades,SI ,,DESLANADOR GRANDE,0,0,0,lo compramos,383.62,,Sí,si,30,15,0,Almacenable,0,,,10111302,H87,0,,,,,Unidades,,MR. CAN,,16,,,,1,ESTETICA CANINA,Unidades 1.000_Unidades
,DESLANADOR MEDIANO,MRCDESMED,MRCAN,801.7241,Unidades,SI ,,DESLANADOR MEDIANO,0,0,0,lo compramos,343.1,,Sí,si,30,15,0,Almacenable,0,,,10111302,H87,0,,,,,Unidades,,MR. CAN,,16,,,,1,ESTETICA CANINA,Unidades 1.000_Unidades
,REPUESTO DESLANADOR CHICO,MRCDESREPCH,MRCAN,152.5862,Unidades,SI ,,REPUESTO DESLANADOR CHICO,0,0,0,lo compramos,0,,Sí,si,30,15,0,Almacenable,0,,,10111302,H87,0,,,,,Unidades,,MR. CAN,,16,,,,1,ESTETICA CANINA,Unidades 1.000_Unidades
,REPUESTO DESLANADOR GRANDE,MRCDESREPGDE,MRCAN,201.7241,Unidades,SI ,,REPUESTO DESLANADOR GRANDE,0,0,0,lo compramos,0,,Sí,si,30,15,0,Almacenable,0,,,10111302,H87,0,,,,,Unidades,,MR. CAN,,16,,,,1,ESTETICA CANINA,Unidades 1.000_Unidades
,REPUESTO DESLANADOR MEDIANO,MRCDESREPMED,MRCAN,177.5862,Unidades,SI ,,REPUESTO DESLANADOR MEDIANO,0,0,0,lo compramos,0,,Sí,si,30,15,0,Almacenable,0,,,10111302,H87,0,,,,,Unidades,,MR. CAN,,16,,,,1,ESTETICA CANINA,Unidades 1.000_Unidades
,COLLAR ACERO NEGRO NIQUELADO  5.5 mm X 6,MRCNN5560,MRCAN,892.241379,Unidades,SI ,,COLLAR ACERO NEGRO NIQUELADO  5.5 mm X 6,0,0,0,lo compramos,0,,No,No,0,0,0,Almacenable,0,,,10131604,H87,0,,,,,Unidades,,MR. CAN,,16,,,,1,ACCESORIOS,Unidades 1.000_Unidades
,CARDA JUNIOR PLANA TIPO UNIVERSAL,UNICARCHCUR,MRCAN,37.5,Unidades,SI ,456985267219,CARDA JUNIOR PLANA TIPO UNIVERSAL,0,0,0,lo compramos,15.36,,No,No,0,0,0,Almacenable,0,,,10111302,H87,0,,,,,Unidades,,UNIVERSAL,,16,,,,1,ESTETICA CANINA,Unidades 1.000_Unidades
,CARDA MEDIANA CURVA TIPO UNIVERSAL,UNICARMEDCUR,MRCAN,70.797414,Unidades,SI ,456985267202,CARDA MEDIANA CURVA TIPO UNIVERSAL,0,0,0,lo compramos,18.21,,No,No,0,0,0,Almacenable,0,,,10111302,H87,0,,,,,Unidades,,UNIVERSAL,,16,,,,1,ESTETICA CANINA,Unidades 1.000_Unidades
,BRAVECTO 20-40 KG (AZUL),MSDBRAV1000,MSD,894,Unidades,SI ,8713184135292,BRAVECTO 20-40 KG (AZUL),0,0,0,lo compramos,402.728079,,Sí,si,30,15,0,Almacenable,0,,,10111305,H87,0,,,,,Unidades,,,,0,,,,1,MEDICAMENTOS,Unidades 1.000_Unidades
,BRAVECTO 2-4.5 KG (AMARILLO),MSDBRAV112,MSD,766,Unidades,SI ,8713184134349,BRAVECTO 2-4.5 KG (AMARILLO),0,0,0,lo compramos,246.177034,,Sí,si,30,15,0,Almacenable,0,,,10111305,H87,0,,,,,Unidades,,,,0,,,,1,MEDICAMENTOS,Unidades 1.000_Unidades
,BRAVECTO GATO (1.2 - 2.8 KG),MSDBRAV112.5,MSD,786,Unidades,SI ,8713184189981,BRAVECTO GATO (1.2 - 2.8 KG),0,0,0,lo compramos,172.99811,,Sí,si,30,15,0,Almacenable,0,,,10111305,H87,0,,,,,Unidades,,,,0,,,,1,MEDICAMENTOS,Unidades 1.000_Unidades
,BRAVECTO 40-56 KG (ROSA),MSDBRAV1400,MSD,1302,Unidades,SI ,8713184141408,BRAVECTO 40-56 KG (ROSA),0,0,0,lo compramos,579.721451,,Sí,si,30,15,0,Almacenable,0,,,10111305,H87,0,,,,,Unidades,,,,0,,,,1,MEDICAMENTOS,Unidades 1.000_Unidades
,BRAVECTO 4.5-10 KG (NARANJA),MSDBRAV250,MSD,806,Unidades,SI ,8713184135278,BRAVECTO 4.5-10 KG (NARANJA),0,0,0,lo compramos,367.057569,,Sí,si,30,15,0,Almacenable,0,,,10111305,H87,0,,,,,Unidades,,,,0,,,,1,MEDICAMENTOS,Unidades 1.000_Unidades
,BRAVECTO GATO (2.8 - 6.25 KG),MSDBRAV250G,MSD,834,Unidades,SI ,8713184190024,BRAVECTO GATO (2.8 - 6.25 KG),0,0,0,lo compramos,422,,Sí,si,30,15,0,Almacenable,0,,,51101700,H87,0,,,,,Unidades,,,,0,,,,1,MEDICAMENTOS,Unidades 1.000_Unidades
,BRAVECTO 10-20 KG (VERDE),MSDBRAV500,MSD,844,Unidades,SI ,8713184135285,BRAVECTO 10-20 KG (VERDE),0,0,0,lo compramos,375.191177,,Sí,si,30,15,0,Almacenable,0,,,10111305,H87,0,,,,,Unidades,,,,0,,,,1,MEDICAMENTOS,Unidades 1.000_Unidades
,BRAVECTO PIPETA 20-40 KG (AZUL),MSDBRAVP1000,MSD,894,Unidades,SI ,8713184190017,BRAVECTO PIPETA 20-40 KG (AZUL),0,0,0,lo compramos,0.01,,Sí,si,30,15,0,Almacenable,0,,,10111305,H87,0,,,,,Unidades,,,,0,,,,1,,Unidades 1.000_Unidades
,BRAVECTO PIPETA 10-20 KG (VERDE),MSDBRAVP500,MSD,844,Unidades,SI ,8713184189998,BRAVECTO PIPETA 10-20 KG (VERDE),0,0,0,lo compramos,0.01,,Sí,si,30,15,0,Almacenable,0,,,10111305,H87,0,,,,,Unidades,,,,0,,,,1,,Unidades 1.000_Unidades
,BRAVECTO PLUS GATO 112.5 mg 1.2 A 2.8 KG,MSDBRAVPLFE125MG,MSD,786,Unidades,SI ,8713184189639,BRAVECTO PLUS GATO 112.5 mg 1.2 A 2.8 KG,0,0,0,lo compramos,367.748232,,Sí,si,30,15,0,Almacenable,0,,,42121600,H87,0,,,,,Unidades,,,,0,,,,1,,Unidades 1.000_Unidades
,BRAVECTO PLUS GATO 250MG 2.8 A 6.25 KG,MSDBRAVPLFE250MG,MSD,834,Unidades,SI ,8713184189622,BRAVECTO PLUS GATO 250MG 2.8 A 6.25 KG,0,0,0,lo compramos,381.641926,,Sí,si,30,15,0,Almacenable,0,,,10111305,H87,0,,,,,pz,,,,0,,,,1,,pz 1.000_Unidades
,CANINSULIN 2.5 ML,2.5MSDCANIN,MSD,195,Unidades,SI ,,CANINSULIN 2.5 ML,0,0,0,lo compramos,137.661611,,Sí,si,30,15,0,Almacenable,0,,,51181506,H87,0,,,,,Unidades,,,,0,,,,1,MEDICAMENTOS,Unidades 1.000_Unidades
,CANINSULIN 10 ML,MSDCANIN10,MSD,667,Unidades,SI ,,CANINSULIN 10 ML,0,0,0,lo compramos,500.25,,Sí,si,30,15,0,Almacenable,0,,,51181506,H87,0,,,,,Unidades,,,,0,,,,1,,Unidades 1.000_Unidades
,NOBIVAC DHPPI,MSDDHPPI,MSD,124,Unidades,SI ,,NOBIVAC DHPPI,0,0,0,lo compramos,122.206667,,Sí,si,30,15,0,Almacenable,0,,,51201600,H87,0,,,,,Unidades,,,,0,,,,1,,Unidades 1.000_Unidades
,NOBIVAC DHPPI + LEPTO,MSDDHPPIL,MSD,210,Unidades,SI ,,NOBIVAC DHPPI + LEPTO,0,0,0,lo compramos,130.635444,,Sí,si,30,15,0,Almacenable,0,,,51201600,H87,0,,,,,Unidades,,,,0,,,,1,MEDICAMENTOS,Unidades 1.000_Unidades
,NOBIVAC DHPPI + RL,MSDDHPPIRL,MSD,250,Unidades,SI ,,NOBIVAC DHPPI + RL,0,0,0,lo compramos,168.444439,,Sí,si,30,15,0,Almacenable,0,,,51201600,H87,0,,,,,Unidades,,,,0,,,,1,MEDICAMENTOS,Unidades 1.000_Unidades
,NOBIVAC DILUENTE,MSDDILUEN,MSD,0,Unidades,SI ,,NOBIVAC DILUENTE,0,0,0,lo compramos,0,,Sí,si,30,15,0,Almacenable,0,,,51201600,H87,0,,,,,Unidades,,,,0,,,,1,,Unidades 1.000_Unidades
,ENDAL PLUS,MSDENDAL8,MSD,123,Unidades,SI ,7896185903518,ENDAL PLUS,0,0,0,lo compramos,21.948375,,Sí,si,30,15,0,Almacenable,0,,,10111300,H87,0,,,,,Unidades,,,,0,,,,1,MEDICAMENTOS,Unidades 1.000_Unidades
,NOBIVAC FELINE 2 FELV,MSDFELV,MSD,197,Unidades,SI ,,NOBIVAC FELINE 2 FELV,0,0,0,lo compramos,132.6575,,Sí,si,30,15,0,Almacenable,0,,,51201600,H87,0,,,,,Unidades,,,,0,,,,1,,Unidades 1.000_Unidades
,INCURIN 30 COMP (GRUPO 1),MSDINC30,MSD,396,Unidades,SI ,8713184154842,INCURIN 30 COMP (GRUPO 1),0,0,0,lo compramos,261.510832,,Sí,si,30,15,0,Almacenable,0,,,51111800,H87,0,,,,,Unidades,,,,0,,,,1,MEDICAMENTOS,Unidades 1.000_Unidades
,NOBIVAC INTRA-TRAC ORAL BB,MSDINTTR,MSD,182,Unidades,SI ,,NOBIVAC INTRA-TRAC ORAL BB,0,0,0,lo compramos,122.74,,Sí,si,30,15,0,Almacenable,0,,,51201600,H87,0,,,,,Unidades,,,,0,,,,1,,Unidades 1.000_Unidades
,NOBIVAC KC + SOL,MSDKC3,MSD,189,Unidades,SI ,,NOBIVAC KC + SOL,0,0,0,lo compramos,126.500408,,Sí,si,30,15,0,Almacenable,0,,,51201600,H87,0,,,,,Unidades,,,,0,,,,1,MEDICAMENTOS,Unidades 1.000_Unidades
,"NOBIVAC L4
",MSDL4,MSD,84,Unidades,SI ,,"NOBIVAC L4
",0,0,0,lo compramos,58.31,,Sí,si,30,15,0,Almacenable,0,,,51201600,H87,0,,,,,Unidades,,,,0,,,,1,,Unidades 1.000_Unidades
,NOBIVAC RL,MSDLR,MSD,122,Unidades,SI ,,NOBIVAC RL,0,0,0,lo compramos,17.3108,,Sí,si,30,15,0,Almacenable,0,,,51201600,H87,0,,,,,Unidades,,,,0,,,,1,MEDICAMENTOS,Unidades 1.000_Unidades
,NOBIVAC DHPPI + SOL,MSDNOBDHPPISOL,MSD,188,Unidades,SI ,,NOBIVAC DHPPI + SOL,0,0,0,lo compramos,107.859375,,Sí,si,30,15,0,Almacenable,0,,,51201600,H87,0,,,,,Unidades,,,,0,,,,1,MEDICAMENTOS,Unidades 1.000_Unidades
,NOBIVAC PUPPY DP + SOLVENTE,MSDNOVPDP,MSD,230,Unidades,SI ,,NOBIVAC PUPPY DP + SOLVENTE,0,0,0,lo compramos,141.85636,,Sí,si,30,15,0,Almacenable,0,,,51201600,H87,0,,,,,Unidades,,,,0,,,,1,MEDICAMENTOS,Unidades 1.000_Unidades
,PANACUR POLVO GRANULADO AL 22%,MSDPAN2,MSD,123,Unidades,SI ,,PANACUR POLVO GRANULADO AL 22%,0,0,0,lo compramos,66.01,,Sí,si,30,15,0,Almacenable,0,,,51102500,H87,0,,,,,Unidades,,,,0,,,,1,MEDICAMENTOS,Unidades 1.000_Unidades
,PANACUR 1 LITRO,MSDPANL0,MSD,2288,Unidades,SI ,,PANACUR 1 LITRO,0,0,0,lo compramos,1194.95,,Sí,si,30,15,0,Almacenable,0,,,10111305,H87,0,,,,,Unidades,,,,0,,,,1,MEDICAMENTOS,Unidades 1.000_Unidades
,"POSATEX 8.8 ML
",MSDPOSA,MSD,463,Unidades,SI ,,"POSATEX 8.8 ML
",0,0,0,lo compramos,347.25,,Sí,si,30,15,0,Almacenable,0,,,51101700,H87,0,,,,,Unidades,,,,0,,,,1,,Unidades 1.000_Unidades
,REGUMATE 1 L,MSDREGUMATE1L,MSD,9503,Unidades,SI ,,REGUMATE 1 L,0,0,0,lo compramos,5745,,Sí,si,30,15,0,Almacenable,0,,,10111305,H87,0,,,,,Unidades,,,,0,,,,1,MEDICAMENTOS,Unidades 1.000_Unidades
,NOBIVAC TRICAT TRIO,MSDTRICTR,MSD,132,Unidades,SI ,,NOBIVAC TRICAT TRIO,0,0,0,lo compramos,93.408333,,Sí,si,30,15,0,Almacenable,0,,,51201600,H87,0,,,,,Unidades,,,,0,,,,1,,Unidades 1.000_Unidades
,VASOTOP 1.25 MG,MSDVAS125,MSD,723,Unidades,SI ,108713184166173,VASOTOP 1.25 MG,0,0,0,lo compramos,398.303571,,Sí,si,30,15,0,Almacenable,0,,,42121605,H87,0,,,,,Unidades,,,,0,,,,1,MEDICAMENTOS,Unidades 1.000_Unidades
,VASOTOP 2.5 MG,MSDVAS25,MSD,828,Unidades,SI ,108713184166166,VASOTOP 2.5 MG,0,0,0,lo compramos,493.116973,,Sí,si,30,15,0,Almacenable,0,,,42121605,H87,0,,,,,Unidades,,,,0,,,,1,MEDICAMENTOS,Unidades 1.000_Unidades
,VIVITONIN 50 60 TAB,MSDVIVIT,MSD,922,Unidades,SI ,,VIVITONIN 50 60 TAB,0,0,0,lo compramos,571.780495,,Sí,si,30,15,0,Almacenable,0,,,42121605,H87,0,,,,,Unidades,,,,0,,,,1,MEDICAMENTOS,Unidades 1.000_Unidades
,AFGANO,MF58N,MYFAM,329.3103,Unidades,SI ,,AFGANO,0,0,0,lo compramos,0,,No,No,0,0,0,Almacenable,0,,,10111302,H87,0,,,,,Unidades,,MY FAMILY TAGS OF LOVE,,16,,,,1,ACCESORIOS,Unidades 1.000_Unidades
,AIREDALE TERRIER,MF65AIR,MYFAM,329.3103,Unidades,SI ,,AIREDALE TERRIER,0,0,0,lo compramos,0,,No,No,0,0,0,Almacenable,0,,,10111302,H87,0,,,,,Unidades,,MY FAMILY TAGS OF LOVE,,16,,,,1,ACCESORIOS,Unidades 1.000_Unidades
,AKITA INU,MF86,MYFAM,329.3103,Unidades,SI ,,AKITA INU,0,0,0,lo compramos,0,,No,No,0,0,0,Almacenable,0,,,10111302,H87,0,,,,,Unidades,,MY FAMILY TAGS OF LOVE,,16,,,,1,ACCESORIOS,Unidades 1.000_Unidades
,All you need is dogNECESITAS UN PERRO,CH17NEEDOG,MYFAM,329.3103,Unidades,SI ,8055960259373,All you need is dogNECESITAS UN PERRO,0,0,0,lo compramos,125.361333,,No,No,0,0,0,Almacenable,0,,,10111302,H87,0,,,,,Unidades,,MY FAMILY TAGS OF LOVE,,16,,,,1,ACCESORIOS,Unidades 1.000_Unidades
,AMSTAFF BLANCO Y NEGRO,MF80WHITEBLACK,MYFAM,329.3103,Unidades,SI ,,AMSTAFF BLANCO Y NEGRO,0,0,0,lo compramos,0,,No,No,0,0,0,Almacenable,0,,,10111302,H87,0,,,,,Unidades,,MY FAMILY TAGS OF LOVE,,16,,,,1,ACCESORIOS,Unidades 1.000_Unidades
,AMSTAFF NEGRO,MF80BLACK,MYFAM,329.3103,Unidades,SI ,,AMSTAFF NEGRO,0,0,0,lo compramos,0,,No,No,0,0,0,Almacenable,0,,,10111302,H87,0,,,,,Unidades,,MY FAMILY TAGS OF LOVE,,16,,,,1,ACCESORIOS,Unidades 1.000_Unidades
,ARGENTINE DOGO,MF49,MYFAM,329.3103,Unidades,SI ,8055960250813,ARGENTINE DOGO,0,0,0,lo compramos,141.05,,No,No,0,0,0,Almacenable,0,,,10111302,H87,0,,,,,Unidades,,MY FAMILY TAGS OF LOVE,,16,,,,1,ACCESORIOS,Unidades 1.000_Unidades
,BANDERA ALEMANIA,FLDEU01,MYFAM,329.3103,Unidades,SI ,,BANDERA ALEMANIA,0,0,0,lo compramos,0,,No,No,0,0,0,Almacenable,0,,,10111302,H87,0,,,,,Unidades,,MY FAMILY TAGS OF LOVE,,16,,,,1,ACCESORIOS,Unidades 1.000_Unidades
,"BANDERA ARGENTINA
",FLARG01,MYFAM,329.310345,Unidades,SI ,,"BANDERA ARGENTINA
",0,0,0,lo compramos,120.384,,No,No,0,0,0,Almacenable,0,,,10111302,H87,0,,,,,Unidades,,,,16,,,,1,,Unidades 1.000_Unidades
,BANDERA BELGICA,FLBEL01,MYFAM,329.3103,Unidades,SI ,,BANDERA BELGICA,0,0,0,lo compramos,0,,No,No,0,0,0,Almacenable,0,,,10111302,H87,0,,,,,Unidades,,MY FAMILY TAGS OF LOVE,,16,,,,1,ACCESORIOS,Unidades 1.000_Unidades
,BANDERA BRAZIL,FLBRA01,MYFAM,329.3103,Unidades,SI ,8055960250998,BANDERA BRAZIL,0,0,0,lo compramos,136.7,,No,No,0,0,0,Almacenable,0,,,10111302,H87,0,,,,,Unidades,,MY FAMILY TAGS OF LOVE,,16,,,,1,ACCESORIOS,Unidades 1.000_Unidades
,BANDERA CANADA,FLCAN01,MYFAM,329.3103,Unidades,SI ,8055960251018,BANDERA CANADA,0,0,0,lo compramos,120.384,,No,No,0,0,0,Almacenable,0,,,10111302,H87,0,,,,,Unidades,,MY FAMILY TAGS OF LOVE,,16,,,,1,ACCESORIOS,Unidades 1.000_Unidades
,BANDERA ESPAÑA,FLESP01,MYFAM,329.3103,Unidades,SI ,8055960252114,BANDERA ESPAÑA,0,0,0,lo compramos,136.7,,No,No,0,0,0,Almacenable,0,,,10111302,H87,0,,,,,Unidades,,MY FAMILY TAGS OF LOVE,,16,,,,1,ACCESORIOS,Unidades 1.000_Unidades
,BANDERA FRANCIA,FLFRA01,MYFAM,329.3103,Unidades,SI ,,BANDERA FRANCIA,0,0,0,lo compramos,146.33,,No,No,0,0,0,Almacenable,0,,,10111302,H87,0,,,,,Unidades,,MY FAMILY TAGS OF LOVE,,16,,,,1,ACCESORIOS,Unidades 1.000_Unidades
,BANDERA ITALIA,FLITA01,MYFAM,329.3103,Unidades,SI ,8055960256655,BANDERA ITALIA,0,0,0,lo compramos,136.7,,No,No,0,0,0,Almacenable,0,,,10111302,H87,0,,,,,Unidades,,MY FAMILY TAGS OF LOVE,,16,,,,1,ACCESORIOS,Unidades 1.000_Unidades
,BANDERA MEXICO,FLMEX012,MYFAM,329.3103,Unidades,SI ,8058773272461,BANDERA MEXICO,0,0,0,lo compramos,131.493667,,No,No,0,0,0,Almacenable,0,,,10111302,H87,0,,,,,Unidades,,MY FAMILY TAGS OF LOVE,,16,,,,1,ACCESORIOS,Unidades 1.000_Unidades
,BANDERA PORTUGAL,FLPRT01,MYFAM,329.3103,Unidades,SI ,,BANDERA PORTUGAL,0,0,0,lo compramos,0,,No,No,0,0,0,Almacenable,0,,,10111302,H87,0,,,,,Unidades,,MY FAMILY TAGS OF LOVE,,16,,,,1,ACCESORIOS,Unidades 1.000_Unidades
,BANDERA UK,FLUK01,MYFAM,329.3103,Unidades,SI ,8055960256761,BANDERA UK,0,0,0,lo compramos,136.7,,No,No,0,0,0,Almacenable,0,,,10111302,H87,0,,,,,Unidades,,MY FAMILY TAGS OF LOVE,,16,,,,1,ACCESORIOS,Unidades 1.000_Unidades
,BANDERA USA,FLUSA01,MYFAM,329.3103,Unidades,SI ,8055960256112,BANDERA USA,0,0,0,lo compramos,137.365,,No,No,0,0,0,Almacenable,0,,,10111302,H87,0,,,,,Unidades,,MY FAMILY TAGS OF LOVE,,16,,,,1,ACCESORIOS,Unidades 1.000_Unidades
,BASSET HOUND,MF02N,MYFAM,329.3103,Unidades,SI ,,BASSET HOUND,0,0,0,lo compramos,0,,No,No,0,0,0,Almacenable,0,,,10111302,H87,0,,,,,Unidades,,MY FAMILY TAGS OF LOVE,,16,,,,1,ACCESORIOS,Unidades 1.000_Unidades
,BEAGLE,MF04N,MYFAM,329.3103,Unidades,SI ,8058773270870,BEAGLE,0,0,0,lo compramos,145.01,,No,No,0,0,0,Almacenable,0,,,10111302,H87,0,,,,,Unidades,,MY FAMILY TAGS OF LOVE,,16,,,,1,ACCESORIOS,Unidades 1.000_Unidades
,BEARDED COLLIE,MF96,MYFAM,329.3103,Unidades,SI ,8055960259915,BEARDED COLLIE,0,0,0,lo compramos,120.357,,No,No,0,0,0,Almacenable,0,,,10111302,H87,0,,,,,Unidades,,MY FAMILY TAGS OF LOVE,,16,,,,1,ACCESORIOS,Unidades 1.000_Unidades
,BEDLINGTON TERRIER,MF94,MYFAM,329.3103,Unidades,SI ,,BEDLINGTON TERRIER,0,0,0,lo compramos,0,,No,No,0,0,0,Almacenable,0,,,10111302,H87,0,,,,,Unidades,,MY FAMILY TAGS OF LOVE,,16,,,,1,ACCESORIOS,Unidades 1.000_Unidades
,BERNESE MOUNTAIN DOG,MF09,MYFAM,329.3103,Unidades,SI ,,BERNESE MOUNTAIN DOG,0,0,0,lo compramos,0,,No,No,0,0,0,Almacenable,0,,,10111302,H87,0,,,,,Unidades,,MY FAMILY TAGS OF LOVE,,16,,,,1,ACCESORIOS,Unidades 1.000_Unidades
,BICHON FRISE,MF64,MYFAM,329.3103,Unidades,SI ,8055960254187,BICHON FRISE,0,0,0,lo compramos,141.05,,No,No,0,0,0,Almacenable,0,,,10111302,H87,0,,,,,Unidades,,MY FAMILY TAGS OF LOVE,,16,,,,1,ACCESORIOS,Unidades 1.000_Unidades
,BIRMAN,MF63,MYFAM,329.3103,Unidades,SI ,,BIRMAN,0,0,0,lo compramos,0,,No,No,0,0,0,Almacenable,0,,,10111302,H87,0,,,,,Unidades,,MY FAMILY TAGS OF LOVE,,16,,,,1,ACCESORIOS,Unidades 1.000_Unidades
,BLACK PANTHER,Z003,MYFAM,329.3103,Unidades,SI ,8058773275158,BLACK PANTHER,0,0,0,lo compramos,139.36,,No,No,0,0,0,Almacenable,0,,,10111302,H87,0,,,,,Unidades,,MY FAMILY TAGS OF LOVE,,16,,,,1,ACCESORIOS,Unidades 1.000_Unidades
,BLENHEIM CAVALIER KING,MF22ORANGE,MYFAM,329.3103,Unidades,SI ,,BLENHEIM CAVALIER KING,0,0,0,lo compramos,0,,No,No,0,0,0,Almacenable,0,,,10111302,H87,0,,,,,Unidades,,MY FAMILY TAGS OF LOVE,,16,,,,1,ACCESORIOS,Unidades 1.000_Unidades
,BLOODHOUND,MF91,MYFAM,329.3103,Unidades,SI ,,BLOODHOUND,0,0,0,lo compramos,0,,No,No,0,0,0,Almacenable,0,,,10111302,H87,0,,,,,Unidades,,MY FAMILY TAGS OF LOVE,,16,,,,1,ACCESORIOS,Unidades 1.000_Unidades
,BOLOGNESE,MF11N,MYFAM,329.3103,Unidades,SI ,,BOLOGNESE,0,0,0,lo compramos,0,,No,No,0,0,0,Almacenable,0,,,10111302,H87,0,,,,,Unidades,,MY FAMILY TAGS OF LOVE,,16,,,,1,ACCESORIOS,Unidades 1.000_Unidades
,BORDER COLLIE,MF03N,MYFAM,329.3103,Unidades,SI ,8055960259366,BORDER COLLIE,0,0,0,lo compramos,120.357,,No,No,0,0,0,Almacenable,0,,,10111302,H87,0,,,,,Unidades,,MY FAMILY TAGS OF LOVE,,16,,,,1,ACCESORIOS,Unidades 1.000_Unidades
,BOSTON TERRIER,MF70,MYFAM,329.3103,Unidades,SI ,8055960254606,BOSTON TERRIER,0,0,0,lo compramos,104.79375,,No,No,0,0,0,Almacenable,0,,,10111302,H87,0,,,,,Unidades,,MY FAMILY TAGS OF LOVE,,16,,,,1,ACCESORIOS,Unidades 1.000_Unidades
,BOXER BLANCO CON CAFE,MF34BROWNWHITE,MYFAM,329.3103,Unidades,SI ,,BOXER BLANCO CON CAFE,0,0,0,lo compramos,0,,No,No,0,0,0,Almacenable,0,,,10111302,H87,0,,,,,Unidades,,MY FAMILY TAGS OF LOVE,,16,,,,1,ACCESORIOS,Unidades 1.000_Unidades
,BOXER PARDO,MF34,MYFAM,329.3103,Unidades,SI ,8055960250547,BOXER PARDO,0,0,0,lo compramos,139.0575,,No,No,0,0,0,Almacenable,0,,,10111302,H87,0,,,,,Unidades,,MY FAMILY TAGS OF LOVE,,16,,,,1,ACCESORIOS,Unidades 1.000_Unidades
,BRIARD,MF97,MYFAM,329.3103,Unidades,SI ,,BRIARD,0,0,0,lo compramos,0,,No,No,0,0,0,Almacenable,0,,,10111302,H87,0,,,,,Unidades,,MY FAMILY TAGS OF LOVE,,16,,,,1,ACCESORIOS,Unidades 1.000_Unidades
,BRITTANY,MF56,MYFAM,329.3103,Unidades,SI ,,BRITTANY,0,0,0,lo compramos,0,,No,No,0,0,0,Almacenable,0,,,10111302,H87,0,,,,,Unidades,,MY FAMILY TAGS OF LOVE,,16,,,,1,ACCESORIOS,Unidades 1.000_Unidades
,BROWN ROMAGNA WATER DOG,MF89BROWN,MYFAM,329.3103,Unidades,SI ,,BROWN ROMAGNA WATER DOG,0,0,0,lo compramos,0,,No,No,0,0,0,Almacenable,0,,,10111302,H87,0,,,,,Unidades,,MY FAMILY TAGS OF LOVE,,16,,,,1,ACCESORIOS,Unidades 1.000_Unidades
